child_entity_id,parent_entity_id,relationship_type,ownership_percentage,effective_from,effective_to,source_system
ENT000968,ENT000578,Affiliate,66.56,2021-03-07,2028-09-04,Internal Master
ENT004227,ENT004922,Parent,107.66,2021-02-13,2025-11-04,ProviderB
ENT003761,ENT004469,Ultimate Parent,150.0,2016-09-03,2026-08-24,ProviderB
ENT000453,ENT001196,Unknown,31.55,2011-09-16,2024-04-10,ProviderB
ENT000927,ENT002640,Ultimate Parent,93.1,2010-04-20,2027-01-11,ProviderB
ENT001318,ENT000527,Affiliate,78.89,2014-08-23,2024-05-09,ProviderB
ENT001039,ENT001566,Unknown,75.89,2020-01-27,2026-07-27,Internal Master
ENT003646,ENT004851,Unknown,70.09,2022-04-04,2024-05-13,Internal Master
ENT002977,ENT001446,Affiliate,103.79,2022-08-18,2024-03-20,ProviderA
ENT002722,ENT002356,Unknown,53.67,2021-06-19,2028-06-19,Internal Master
ENT002499,ENT000224,Affiliate,60.89,2011-08-23,2025-01-18,ProviderA
ENT004224,ENT001144,Affiliate,46.81,2014-02-18,2025-01-22,Internal Master
ENT000159,ENT003063,Ultimate Parent,28.68,2020-08-15,2025-11-30,Internal Master
ENT001140,ENT000287,Affiliate,121.59,2021-06-24,2026-04-16,ProviderB
ENT000632,ENT003890,Unknown,45.01,2016-11-24,2025-03-03,Internal Master
ENT004174,ENT003756,Unknown,18.28,2019-05-12,2025-04-13,ProviderB
ENT003894,ENT_UNKNOWN_1,Affiliate,80.5,2014-09-14,2026-02-16,ProviderA
ENT001586,ENT001757,Subsidiary,-0.78,2023-11-25,2025-09-25,Internal Master
ENT002241,ENT002588,Unknown,67.07,2017-10-17,2027-03-01,Internal Master
ENT004442,ENT000574,Unknown,10.44,2011-06-07,2025-08-22,Internal Master
ENT001352,ENT000401,Ultimate Parent,59.01,2023-11-23,2025-07-20,ProviderB
ENT001917,ENT000220,Parent,67.26,2019-03-07,2024-04-26,Internal Master
ENT001338,ENT001984,Parent,17.38,2019-06-22,2028-10-23,Internal Master
ENT001155,ENT000743,Ultimate Parent,79.19,2016-06-04,2028-10-06,ProviderA
ENT003427,ENT004954,Subsidiary,84.41,2012-03-23,2028-06-04,ProviderA
ENT000298,ENT002292,Subsidiary,76.06,2016-05-06,2026-03-10,ProviderB
ENT003406,ENT001213,Parent,21.79,2015-07-27,2025-11-24,ProviderA
ENT000668,ENT001300,Subsidiary,105.64,2011-03-28,2025-02-05,ProviderA
ENT003570,ENT000952,Ultimate Parent,59.44,2023-05-12,2026-09-21,ProviderA
ENT004648,ENT000037,Affiliate,106.01,2021-11-06,2027-03-25,ProviderA
ENT003287,ENT004494,Parent,70.84,2017-09-03,2028-01-17,ProviderA
ENT001025,ENT000870,Subsidiary,103.56,2012-04-11,2025-04-16,ProviderB
ENT002419,ENT004489,Parent,84.14,2011-03-11,2025-10-19,Internal Master
ENT001277,ENT000421,Unknown,35.02,2023-08-10,2028-01-02,ProviderA
ENT002056,ENT001814,Ultimate Parent,97.06,2020-12-02,2027-03-23,ProviderB
ENT001223,ENT001434,Subsidiary,44.45,2011-01-12,2027-10-14,ProviderB
ENT001367,ENT004851,Affiliate,42.73,2020-06-02,2026-06-04,ProviderA
ENT003489,ENT003062,Affiliate,31.12,2018-09-18,2026-06-14,ProviderB
ENT001125,ENT003589,Parent,76.38,2010-09-24,2027-12-25,ProviderB
ENT004947,ENT001376,Parent,72.07,2016-05-29,2025-10-18,ProviderA
ENT004584,ENT003079,Ultimate Parent,71.12,2021-06-13,2026-10-10,Internal Master
ENT001268,ENT003025,Parent,6.47,2023-11-28,2025-01-24,Internal Master
ENT000187,ENT003365,Unknown,-25.0,2016-02-18,2026-01-01,Internal Master
ENT001268,ENT002035,Subsidiary,79.73,2018-04-17,2026-01-24,Internal Master
ENT003452,ENT000314,Unknown,73.44,2011-02-05,2025-02-17,ProviderA
ENT002490,ENT001819,Parent,62.38,2023-12-25,2028-07-21,Internal Master
ENT001144,ENT004668,Unknown,51.58,2013-04-03,2024-12-16,Internal Master
ENT002446,ENT002515,Ultimate Parent,75.84,2016-02-28,2025-07-26,ProviderA
ENT002326,ENT001577,Unknown,102.4,2010-12-25,2026-03-17,ProviderB
ENT003488,ENT004054,Subsidiary,25.45,2011-03-21,2025-03-31,ProviderA
ENT004775,ENT002209,Subsidiary,72.56,2020-02-10,2028-11-30,ProviderB
ENT004897,ENT004376,Unknown,56.22,2012-11-02,2028-01-16,Internal Master
ENT004842,ENT002691,Subsidiary,75.25,2011-02-08,2026-11-14,ProviderA
ENT001810,ENT000980,Parent,25.44,2014-02-14,2027-12-28,ProviderB
ENT001251,ENT001321,Affiliate,58.31,2018-11-15,2028-02-21,ProviderA
ENT002307,ENT004560,Unknown,82.14,2012-09-08,2024-02-29,ProviderB
ENT000239,ENT000841,Parent,104.44,2015-04-02,2025-03-11,ProviderB
ENT000438,ENT000720,Affiliate,72.15,2022-11-17,2027-01-18,ProviderA
ENT004904,ENT004252,Subsidiary,112.66,2016-06-08,2028-07-18,ProviderA
ENT002014,ENT003752,Parent,60.54,2020-06-11,2025-07-08,Internal Master
ENT003380,ENT003779,Affiliate,74.87,2021-11-17,2028-02-06,ProviderB
ENT001681,ENT000133,Subsidiary,30.27,2010-02-14,2028-08-18,ProviderB
ENT004193,ENT004651,Subsidiary,76.93,2015-03-31,2027-07-31,ProviderA
ENT002597,ENT002310,Subsidiary,46.68,2014-07-12,2026-12-07,Internal Master
ENT004191,ENT001387,Unknown,95.43,2018-01-17,2025-02-26,ProviderA
ENT003201,ENT003102,Affiliate,17.77,2021-09-08,2024-09-13,ProviderB
ENT002263,ENT004878,Affiliate,-0.96,2018-09-25,2028-10-01,ProviderA
ENT001713,ENT003855,Affiliate,8.31,2013-02-25,2025-10-30,ProviderA
ENT003049,ENT003888,Subsidiary,91.48,2010-10-31,2027-05-17,Internal Master
ENT001134,ENT003403,Unknown,52.97,2022-07-20,2024-07-18,ProviderA
ENT001120,ENT003866,Subsidiary,66.79,2011-05-09,2028-01-17,Internal Master
ENT000129,ENT002831,Subsidiary,57.63,2010-07-26,2027-09-09,ProviderB
ENT001227,ENT003659,Ultimate Parent,92.53,2015-06-11,2025-10-13,ProviderA
ENT002837,ENT004444,Affiliate,22.16,2016-05-24,2026-03-09,ProviderA
ENT002639,ENT000446,Unknown,40.78,2022-03-19,2028-06-06,ProviderB
ENT000039,ENT000240,Parent,55.91,2022-06-13,2026-06-02,ProviderB
ENT004411,ENT004261,Ultimate Parent,85.68,2016-11-02,2028-10-20,Internal Master
ENT004466,ENT000235,Unknown,49.22,2021-02-02,2027-03-21,ProviderA
ENT001993,ENT001092,Unknown,73.64,2021-08-22,2028-03-21,Internal Master
ENT000022,ENT001763,Subsidiary,88.79,2019-06-02,2024-04-27,ProviderA
ENT001564,ENT002213,Unknown,69.59,2013-01-13,2024-02-08,ProviderB
ENT004593,ENT000085,Ultimate Parent,52.8,2022-07-10,2028-09-16,Internal Master
ENT002429,ENT002817,Parent,74.45,2010-04-15,2026-07-11,ProviderB
ENT004096,ENT000875,Subsidiary,56.73,2010-06-17,2024-05-13,ProviderB
ENT000582,ENT004848,Unknown,25.6,2019-01-22,2027-05-09,Internal Master
ENT004992,ENT002729,Parent,51.09,2015-03-20,2028-12-27,ProviderB
ENT002665,ENT000007,Unknown,26.93,2017-05-04,2024-04-06,ProviderB
ENT003741,ENT001204,Subsidiary,94.98,2017-09-29,2028-01-07,ProviderA
ENT003600,ENT000499,Subsidiary,48.5,2012-04-30,2024-11-16,Internal Master
ENT002899,ENT004605,Subsidiary,6.51,2021-08-08,2028-02-27,ProviderB
ENT002396,ENT002625,Parent,74.71,2015-11-01,2028-12-21,ProviderA
ENT004145,ENT004145,Ultimate Parent,111.5,2011-10-15,2028-05-13,Internal Master
ENT003997,ENT001233,Ultimate Parent,34.14,2022-10-08,2027-09-11,ProviderA
ENT001940,ENT001206,Subsidiary,82.55,2022-06-22,2025-08-29,Internal Master
ENT001030,ENT004293,Subsidiary,16.63,2016-08-08,2025-05-05,ProviderA
ENT000319,ENT002504,Unknown,50.49,2023-10-24,2025-03-18,Internal Master
ENT003728,ENT003797,Parent,60.33,2011-12-14,2026-06-29,ProviderA
ENT002018,ENT002034,Parent,59.36,2010-01-07,2028-06-17,Internal Master
ENT004164,ENT003302,Ultimate Parent,81.76,2018-10-13,2026-02-05,ProviderA
ENT000378,ENT000531,Parent,74.82,2011-04-28,2027-07-13,ProviderA
ENT003646,ENT004792,Affiliate,89.71,2021-04-17,2025-12-11,Internal Master
ENT002226,ENT004622,Affiliate,83.34,2018-04-05,2028-07-27,ProviderB
ENT003810,ENT004322,Parent,80.97,2015-03-11,2028-07-17,ProviderB
ENT003995,ENT001810,Ultimate Parent,44.12,2021-06-25,2024-10-27,ProviderB
ENT004215,ENT003173,Parent,51.06,2010-01-03,2026-09-17,Internal Master
ENT003045,ENT004614,Subsidiary,34.31,2016-03-21,2028-03-24,Internal Master
ENT000241,ENT000497,Unknown,79.47,2016-05-12,2025-05-21,ProviderA
ENT_UNKNOWN_25,ENT001434,Subsidiary,82.72,2012-10-23,2025-04-02,ProviderA
ENT002346,ENT000700,Unknown,71.21,2017-10-18,2024-11-09,Internal Master
ENT003337,ENT000923,Subsidiary,71.88,2012-06-18,2024-06-16,ProviderB
ENT002918,ENT002937,Parent,12.94,2017-08-13,2028-06-23,Internal Master
ENT003612,ENT004566,Affiliate,80.5,2023-04-21,2025-01-22,ProviderA
ENT001862,ENT000263,Subsidiary,46.43,2022-05-08,2024-06-04,ProviderB
ENT_UNKNOWN_45,ENT004053,Parent,82.74,2014-04-08,2028-07-20,Internal Master
ENT002216,ENT004761,Parent,61.35,2010-01-28,2026-07-20,ProviderB
ENT002934,ENT002685,Ultimate Parent,83.15,2011-07-07,2025-04-09,Internal Master
ENT004739,ENT004283,Subsidiary,58.22,2019-06-07,2026-02-22,Internal Master
ENT004942,ENT004564,Unknown,75.35,2013-09-03,2027-05-02,Internal Master
ENT000146,ENT001496,Subsidiary,49.72,2021-11-18,2028-11-18,ProviderB
ENT000101,ENT002422,Subsidiary,100.34,2016-03-19,2027-05-14,ProviderA
ENT_UNKNOWN_14,ENT004513,Affiliate,38.5,2010-03-30,2028-11-01,Internal Master
ENT002869,ENT001981,Parent,125.0,2022-05-09,2024-08-21,ProviderB
ENT004456,ENT003131,Ultimate Parent,31.96,2019-10-28,2027-12-08,ProviderA
ENT002448,ENT002968,Affiliate,76.75,2020-01-20,2025-01-12,Internal Master
ENT000799,ENT002678,Affiliate,56.3,2012-05-04,2025-01-28,ProviderB
ENT000126,ENT004729,Subsidiary,56.79,2016-10-30,2025-10-20,ProviderA
ENT002352,ENT002994,Parent,84.73,2020-06-28,2026-08-03,Internal Master
ENT004674,ENT004953,Affiliate,66.42,2018-11-22,2028-07-28,ProviderA
ENT004154,ENT004939,Unknown,89.86,2016-06-15,2026-09-18,Internal Master
ENT000911,ENT004505,Affiliate,55.08,2018-04-11,2026-02-05,ProviderB
ENT001721,ENT002586,Ultimate Parent,150.0,2010-03-06,2027-05-24,ProviderA
ENT001211,ENT002416,Parent,56.6,2010-07-04,2024-10-01,Internal Master
ENT002853,ENT000097,Parent,59.93,2010-10-26,2025-10-11,ProviderA
ENT000779,ENT001390,Parent,117.82,2010-12-23,2028-01-27,Internal Master
ENT001947,ENT002372,Parent,38.65,2018-04-26,2024-03-02,Internal Master
ENT000996,ENT000334,Affiliate,71.49,2023-06-30,2026-09-10,ProviderB
ENT004655,ENT000808,Parent,22.23,2013-11-29,2026-06-17,ProviderB
ENT003271,ENT003717,Ultimate Parent,61.57,2016-07-27,2028-01-23,ProviderB
ENT002015,ENT004388,Subsidiary,34.57,2010-09-07,2026-11-04,ProviderA
ENT001683,ENT003951,Parent,96.19,2019-11-09,2026-08-03,ProviderA
ENT002271,ENT004359,Subsidiary,68.45,2014-03-16,2025-05-16,Internal Master
ENT002116,ENT000437,Subsidiary,46.65,2018-03-30,2024-10-24,Internal Master
ENT002185,ENT000065,Parent,57.13,2017-11-02,2026-06-04,ProviderA
ENT000883,ENT004607,Parent,-25.0,2021-06-20,2026-06-28,Internal Master
ENT002673,ENT003334,Parent,86.63,2011-12-25,2027-05-06,ProviderA
ENT003554,ENT003595,Affiliate,54.58,2019-10-18,2024-10-25,ProviderA
ENT004683,ENT001394,Ultimate Parent,73.71,2016-04-26,2026-09-16,ProviderA
ENT004784,ENT000709,Ultimate Parent,70.06,2015-10-22,2026-06-29,ProviderA
ENT003005,ENT004842,Parent,73.57,2018-09-02,2028-12-11,Internal Master
ENT004941,ENT004177,Unknown,115.34,2022-08-22,2026-11-08,ProviderB
ENT000094,ENT000918,Subsidiary,44.44,2019-07-17,2025-09-30,ProviderB
ENT000636,ENT000366,Ultimate Parent,65.86,2011-03-15,2026-07-19,Internal Master
ENT002914,ENT000860,Affiliate,17.72,2012-09-25,2025-04-24,ProviderB
ENT001610,ENT004671,Unknown,67.03,2012-03-18,2027-01-04,Internal Master
ENT000261,ENT004050,Parent,54.79,2011-03-21,2024-08-04,Internal Master
ENT002664,ENT002664,Parent,99.22,2021-11-02,2027-04-30,ProviderA
ENT001187,ENT004907,Unknown,76.88,2011-05-03,2028-11-25,Internal Master
ENT004512,ENT002308,Ultimate Parent,40.09,2017-04-20,2026-04-29,ProviderB
ENT004747,ENT001871,Unknown,39.49,2019-06-06,2025-05-24,Internal Master
ENT002188,ENT001046,Affiliate,91.76,2023-11-11,2028-11-20,Internal Master
ENT000049,ENT003990,Ultimate Parent,-25.0,2017-08-22,2028-12-17,Internal Master
ENT002968,ENT002604,Unknown,45.3,2013-03-12,2024-10-03,ProviderA
ENT004967,ENT000418,Unknown,60.16,2013-08-19,2024-06-27,ProviderA
ENT004876,ENT002412,Unknown,75.83,2021-07-22,2024-07-24,ProviderA
ENT000675,ENT002472,Affiliate,54.35,2023-06-01,2025-06-25,Internal Master
ENT000383,ENT001559,Parent,63.71,2020-09-06,2025-09-30,ProviderB
ENT001385,ENT003862,Parent,49.9,2019-09-27,2024-07-18,Internal Master
ENT002524,ENT002232,Ultimate Parent,23.04,2023-05-12,2025-08-23,ProviderA
ENT001858,ENT003197,Affiliate,17.66,2015-10-04,2028-03-05,ProviderB
ENT001320,ENT004016,Parent,17.24,2019-08-27,2025-04-11,ProviderB
ENT004166,ENT003170,Affiliate,39.23,2023-02-24,2028-08-05,Internal Master
ENT000259,ENT004463,Ultimate Parent,66.19,2012-11-05,2024-03-29,Internal Master
ENT004609,ENT004301,Ultimate Parent,72.49,2015-08-18,2027-05-22,ProviderB
ENT001295,ENT003046,Affiliate,55.68,2015-02-07,2027-03-14,ProviderB
ENT003898,ENT000265,Ultimate Parent,117.52,2015-09-18,2024-12-28,Internal Master
ENT000180,ENT001236,Affiliate,47.15,2012-10-21,2025-11-22,ProviderA
ENT001383,ENT000519,Parent,81.45,2020-08-04,2027-01-27,ProviderB
ENT000772,ENT001695,Ultimate Parent,-25.0,2014-09-15,2028-02-22,ProviderB
ENT004359,ENT003651,Parent,48.03,2023-08-20,2024-06-01,Internal Master
ENT000791,ENT002838,Affiliate,72.53,2013-08-17,2027-09-29,Internal Master
ENT002248,ENT001710,Unknown,41.3,2010-12-12,2028-06-27,ProviderB
ENT003466,ENT004140,Unknown,21.42,2015-12-20,2025-01-16,ProviderA
ENT000334,ENT000111,Ultimate Parent,10.68,2020-04-25,2027-06-14,ProviderA
ENT002227,ENT004687,Ultimate Parent,17.24,2021-11-08,2024-11-03,Internal Master
ENT002514,ENT001619,Subsidiary,85.07,2021-01-07,2026-12-09,ProviderB
ENT002029,ENT004958,Subsidiary,61.15,2010-07-22,2026-03-09,ProviderA
ENT000238,ENT002929,Subsidiary,44.52,2020-09-08,2024-12-22,ProviderA
ENT003208,ENT000789,Parent,45.78,2016-03-26,2027-03-30,Internal Master
ENT002086,ENT003790,Ultimate Parent,22.76,2017-09-22,2025-11-19,Internal Master
ENT004604,ENT004539,Affiliate,47.43,2018-08-12,2024-09-16,Internal Master
ENT002756,ENT001562,Affiliate,54.86,2023-07-14,2024-04-14,Internal Master
ENT001815,ENT000390,Ultimate Parent,78.91,2013-09-29,2026-08-10,ProviderB
ENT000875,ENT001195,Parent,150.09,2011-04-29,2024-07-22,Internal Master
ENT003615,ENT002381,Ultimate Parent,69.59,2019-07-29,2028-01-24,Internal Master
ENT000281,ENT004574,Affiliate,42.81,2011-03-21,2026-11-05,ProviderA
ENT002226,ENT000965,Affiliate,75.88,2012-04-19,2024-08-24,Internal Master
ENT004576,ENT000353,Affiliate,71.67,2020-07-07,2026-10-04,Internal Master
ENT004684,ENT004045,Subsidiary,32.19,2023-12-18,2024-07-09,ProviderB
ENT003351,ENT004200,Parent,49.83,2016-09-16,2027-01-29,ProviderA
ENT001593,ENT000093,Subsidiary,58.89,2022-03-21,2028-11-02,ProviderB
ENT002120,ENT000195,Ultimate Parent,41.09,2023-07-14,2028-04-07,ProviderA
ENT002834,ENT003770,Subsidiary,58.32,2011-07-08,2028-03-18,Internal Master
ENT003815,ENT004823,Parent,95.15,2018-12-02,2024-06-26,ProviderA
ENT002101,ENT003711,Parent,93.03,2015-05-11,2027-12-17,Internal Master
ENT001719,ENT004874,Affiliate,45.35,2014-10-23,2024-09-11,ProviderB
ENT000124,ENT000980,Subsidiary,58.55,2018-07-04,2025-01-27,ProviderA
ENT003857,ENT003490,Affiliate,62.56,2014-02-17,2027-12-17,Internal Master
ENT002925,ENT002370,Parent,55.3,2012-10-26,2026-02-09,ProviderA
ENT002977,ENT004913,Parent,68.83,2017-04-21,2028-04-07,ProviderB
ENT004780,ENT004975,Subsidiary,20.1,2016-12-11,2028-09-16,Internal Master
ENT001506,ENT000735,Affiliate,62.15,2021-07-19,2025-01-21,Internal Master
ENT004567,ENT003049,Parent,35.19,2013-05-27,2024-05-27,Internal Master
ENT003803,ENT002450,Parent,76.21,2011-12-30,2024-05-13,ProviderA
ENT004713,ENT000571,Ultimate Parent,47.25,2015-08-24,2025-08-31,ProviderA
ENT002035,ENT004465,Affiliate,9.59,2022-01-12,2027-12-17,Internal Master
ENT001470,ENT002612,Unknown,72.05,2020-05-06,2024-03-18,Internal Master
ENT003192,ENT004602,Unknown,30.85,2019-05-21,2027-03-20,Internal Master
ENT003472,ENT004300,Ultimate Parent,82.47,2017-01-14,2025-07-06,Internal Master
ENT002969,ENT000322,Parent,17.66,2017-02-07,2027-05-08,ProviderA
ENT001572,ENT004824,Ultimate Parent,85.29,2018-07-19,2027-03-01,ProviderB
ENT002657,ENT004549,Ultimate Parent,36.7,2019-07-30,2026-07-08,ProviderB
ENT004898,ENT000038,Subsidiary,134.84,2012-10-18,2026-09-18,ProviderB
ENT003945,ENT004155,Ultimate Parent,125.0,2022-12-24,2024-06-07,ProviderB
ENT001823,ENT001935,Subsidiary,106.68,2010-08-29,2024-04-26,Internal Master
ENT000702,ENT003092,Subsidiary,85.02,2010-12-08,2027-11-17,Internal Master
ENT002392,ENT003717,Subsidiary,70.36,2019-01-12,2027-07-18,ProviderA
ENT000209,ENT002007,Unknown,18.26,2014-08-13,2025-06-06,ProviderA
ENT004637,ENT001147,Subsidiary,97.28,2020-05-03,2026-06-05,ProviderB
ENT000253,ENT003993,Parent,76.37,2022-01-15,2028-09-24,ProviderA
ENT004513,ENT003766,Affiliate,63.38,2020-05-18,2025-04-16,Internal Master
ENT002347,ENT001101,Parent,76.42,2017-05-25,2024-12-18,ProviderB
ENT000243,ENT002411,Affiliate,70.62,2014-03-16,2025-06-05,ProviderA
ENT000779,ENT003967,Unknown,82.32,2020-02-05,2027-07-10,Internal Master
ENT001381,ENT003619,Unknown,35.25,2013-04-11,2026-05-27,ProviderA
ENT003696,ENT000484,Ultimate Parent,78.29,2019-08-29,2024-05-31,ProviderB
ENT002839,ENT002975,Ultimate Parent,43.03,2023-03-05,2027-04-19,ProviderA
ENT001803,ENT000243,Parent,32.14,2011-12-18,2024-12-26,Internal Master
ENT003408,ENT001673,Parent,64.07,2018-02-15,2025-04-04,Internal Master
ENT002203,ENT003475,Subsidiary,22.32,2014-05-31,2028-04-26,ProviderA
ENT003392,ENT000345,Affiliate,52.94,2013-07-16,2024-08-11,ProviderB
ENT000713,ENT003973,Parent,37.64,2019-08-14,2027-06-05,Internal Master
ENT004140,ENT001378,Affiliate,51.51,2013-09-15,2027-01-10,ProviderA
ENT002272,ENT004878,Ultimate Parent,-25.0,2019-12-02,2028-07-29,ProviderB
ENT000690,ENT003781,Ultimate Parent,68.71,2022-10-05,2025-03-07,ProviderB
ENT004341,ENT001516,Affiliate,61.37,2015-05-07,2024-07-16,ProviderB
ENT004176,ENT004698,Ultimate Parent,75.13,2017-10-13,2027-05-12,Internal Master
ENT003086,ENT004521,Parent,41.09,2023-06-29,2025-12-29,Internal Master
ENT001804,ENT001804,Ultimate Parent,86.31,2014-06-30,2027-03-26,ProviderB
ENT000158,ENT000225,Ultimate Parent,80.15,2013-01-27,2028-01-06,ProviderA
ENT003665,ENT003260,Unknown,83.32,2015-09-13,2026-08-16,Internal Master
ENT002980,ENT003506,Parent,46.54,2015-10-30,2027-11-20,Internal Master
ENT004102,ENT001145,Unknown,62.16,2019-12-04,2025-05-25,ProviderA
ENT003963,ENT003913,Ultimate Parent,94.0,2022-07-26,2024-05-24,Internal Master
ENT002482,ENT000822,Affiliate,68.1,2012-08-12,2028-02-22,Internal Master
ENT003016,ENT001944,Ultimate Parent,75.32,2013-08-17,2025-03-31,Internal Master
ENT001862,ENT001632,Ultimate Parent,42.47,2015-10-15,2025-08-07,ProviderB
ENT001814,ENT002085,Unknown,41.82,2012-05-12,2027-08-17,ProviderA
ENT000362,ENT001370,Unknown,46.01,2023-10-10,2025-05-07,ProviderB
ENT003620,ENT002699,Parent,25.7,2023-08-07,2028-10-22,ProviderA
ENT004391,ENT001043,Subsidiary,72.71,2013-03-20,2026-09-27,ProviderB
ENT004961,ENT000366,Parent,67.07,2013-01-10,2027-05-08,ProviderB
ENT003680,ENT003867,Unknown,49.2,2021-01-13,2024-11-03,Internal Master
ENT002364,ENT004464,Parent,99.54,2019-04-19,2028-05-31,ProviderA
ENT001815,ENT001950,Parent,17.23,2018-11-06,2028-12-19,ProviderA
ENT000302,ENT000722,Subsidiary,105.08,2013-08-20,2027-03-15,Internal Master
ENT000926,ENT003274,Subsidiary,80.18,2013-05-27,2025-08-01,Internal Master
ENT004112,ENT003884,Affiliate,59.63,2015-10-15,2027-05-24,ProviderB
ENT000590,ENT003508,Parent,79.22,2014-05-30,2025-02-22,Internal Master
ENT003280,ENT004242,Subsidiary,113.27,2016-11-11,2025-01-02,ProviderB
ENT004312,ENT003107,Subsidiary,59.18,2011-12-16,2025-10-01,ProviderB
ENT003310,ENT003111,Subsidiary,122.5,2011-09-29,2026-04-18,ProviderA
ENT004555,ENT002083,Affiliate,40.87,2023-12-11,2024-08-04,ProviderA
ENT001524,ENT_UNKNOWN_24,Affiliate,-7.17,2016-01-16,2025-08-13,ProviderA
ENT001350,ENT002430,Parent,41.08,2012-05-21,2026-04-09,ProviderA
ENT002631,ENT003324,Affiliate,116.87,2017-09-17,2024-12-28,ProviderA
ENT004149,ENT004087,Affiliate,98.55,2013-09-27,2028-01-14,ProviderA
ENT003170,ENT004627,Affiliate,53.67,2020-12-26,2026-12-13,Internal Master
ENT001437,ENT004923,Parent,19.21,2022-07-10,2028-10-14,ProviderB
ENT004556,ENT003826,Ultimate Parent,62.99,2022-05-24,2027-01-28,ProviderA
ENT000993,ENT000137,Affiliate,64.62,2016-07-24,2025-08-23,Internal Master
ENT001537,ENT004309,Unknown,59.24,2011-08-27,2025-11-30,ProviderA
ENT002515,ENT002650,Affiliate,-2.06,2021-08-22,2025-06-28,ProviderA
ENT000749,ENT002120,Ultimate Parent,45.23,2011-07-25,2027-05-18,ProviderB
ENT004098,ENT002675,Parent,70.69,2012-09-26,2025-03-22,Internal Master
ENT000463,ENT003206,Affiliate,80.41,2019-11-08,2027-04-28,ProviderA
ENT003454,ENT001200,Affiliate,28.4,2019-01-08,2025-11-27,ProviderB
ENT000231,ENT001870,Unknown,35.51,2013-11-15,2026-07-27,ProviderA
ENT001068,ENT000395,Unknown,58.35,2019-10-06,2027-05-22,ProviderB
ENT001010,ENT003553,Parent,88.1,2012-02-01,2025-04-20,ProviderA
ENT004290,ENT000745,Parent,98.07,2013-01-30,2026-08-29,Internal Master
ENT002115,ENT000219,Affiliate,41.47,2014-01-10,2024-08-15,Internal Master
ENT001846,ENT000819,Affiliate,52.14,2014-01-20,2028-07-31,Internal Master
ENT001224,ENT001389,Ultimate Parent,77.33,2016-08-25,2025-11-13,ProviderB
ENT000310,ENT001375,Ultimate Parent,73.38,2017-12-25,2028-03-26,Internal Master
ENT004136,ENT004755,Parent,44.32,2015-05-27,2027-05-02,Internal Master
ENT001130,ENT004487,Subsidiary,18.61,2023-01-29,2027-04-07,ProviderA
ENT000962,ENT003877,Parent,45.46,2012-03-06,2025-10-23,ProviderA
ENT000415,ENT004216,Subsidiary,-25.0,2016-04-28,2025-03-11,Internal Master
ENT001736,ENT002070,Subsidiary,93.91,2017-11-27,2024-06-03,ProviderB
ENT000616,ENT002524,Affiliate,48.02,2020-07-16,2027-06-03,Internal Master
ENT004465,ENT000654,Unknown,26.67,2012-03-08,2026-09-04,Internal Master
ENT000243,ENT000243,Ultimate Parent,81.52,2017-12-26,2026-04-02,Internal Master
ENT004096,ENT002708,Subsidiary,86.64,2017-02-27,2026-06-14,Internal Master
ENT002051,ENT003237,Parent,102.98,2023-03-05,2025-12-25,Internal Master
ENT001728,ENT004723,Ultimate Parent,63.82,2015-11-20,2027-02-15,Internal Master
ENT004702,ENT002234,Affiliate,47.34,2013-01-10,2025-05-30,ProviderB
ENT003611,ENT003280,Unknown,54.03,2013-12-16,2027-04-28,ProviderB
ENT002811,ENT002459,Subsidiary,7.91,2021-06-15,2026-02-12,Internal Master
ENT001184,ENT000499,Parent,61.69,2019-01-01,2026-10-09,ProviderA
ENT001534,ENT004904,Affiliate,26.02,2022-11-26,2026-06-11,Internal Master
ENT004805,ENT002097,Parent,52.34,2023-11-06,2027-07-28,ProviderA
ENT002993,ENT002343,Parent,51.57,2018-07-05,2025-11-12,ProviderA
ENT004893,ENT001522,Parent,10.07,2018-11-08,2026-05-14,ProviderB
ENT001756,ENT001503,Subsidiary,78.15,2021-04-12,2027-09-26,Internal Master
ENT002249,ENT000744,Ultimate Parent,34.54,2018-01-19,2026-05-21,Internal Master
ENT_UNKNOWN_47,ENT000040,Affiliate,70.31,2013-06-23,2026-02-23,ProviderB
ENT000063,ENT004703,Ultimate Parent,50.69,2017-09-10,2028-03-30,ProviderA
ENT000194,ENT002702,Affiliate,80.49,2018-09-16,2027-07-25,Internal Master
ENT004565,ENT003890,Affiliate,37.67,2020-04-18,2028-07-30,ProviderB
ENT001722,ENT001089,Unknown,100.92,2017-10-30,2025-10-19,ProviderA
ENT000066,ENT004279,Subsidiary,53.41,2013-08-09,2026-09-28,ProviderB
ENT004905,ENT002889,Ultimate Parent,88.46,2017-07-22,2026-11-01,ProviderA
ENT000707,ENT002581,Unknown,99.99,2010-09-13,2028-01-07,ProviderA
ENT000547,ENT000209,Subsidiary,37.08,2011-06-02,2026-08-25,Internal Master
ENT004355,ENT001688,Affiliate,83.95,2015-12-25,2025-01-30,ProviderB
ENT004815,ENT004513,Unknown,33.51,2019-05-24,2024-05-21,ProviderA
ENT004599,ENT003725,Affiliate,53.06,2020-04-17,2026-08-21,Internal Master
ENT003631,ENT000028,Unknown,70.54,2016-12-31,2024-02-14,ProviderB
ENT004331,ENT004650,Subsidiary,68.25,2020-12-15,2028-03-24,Internal Master
ENT003249,ENT002935,Unknown,50.73,2022-06-10,2028-07-21,ProviderB
