provider_record_id,provider_name,legal_name,country_code,registration_number,sector,status,confidence_score,feed_date
PRV0001894,ProviderB,Falcon Industries,SG,SG-394229,Healthcare,Active,0.704,2024-05-06
PRV0001895,ProviderB,Horizon Capital,GB,GB-659808,Materials,Merged,0.809,2024-03-19
PRV0001896,ProviderA,Silvergate Partners,GB,GB-632186,Real Estate,Unknown,0.666,2024-12-01
PRV0001897,ProviderA,Unknown Entity,CH,CH-313428,Real Estate,Dissolved,0.977,2024-09-14
PRV0001898,ProviderC,Westbridge Finance,IN,IN-485912,Consumer Goods,Active,0.827,2024-01-22
PRV0001899,ProviderC,Falcon Partners,GB,GB-202410,Consumer Goods,Active,0.711,2024-12-23
PRV0001900,ProviderB,Frontier Partners,IE,IE-647455,Technology,Active,1.108,2024-07-16
PRV0001901,ProviderC,BluePeak Investments,DE,DE-915808,Industrials,Active,0.618,2025-03-15
PRV0001902,ProviderB,Greenfield Holdings,CA,CA-688595,Financials,Inactive,0.936,2024-07-26
PRV0001903,ProviderC,Meridian Group,ZA,ZA-313855,Energy,Active,0.75,2024-03-23
PRV0001904,ProviderC,PrimeEdge Services,GB,GB-332521,Telecommunications,Active,0.702,2024-10-08
PRV0001905,ProviderA,Summit Investments,FR,FR-243120,Telecommunications,Active,1.01,2024-01-09
PRV0001906,ProviderC,Riverstone PLC,LU,LU-197347,Industrials,Active,1.137,2024-03-16
PRV0001907,ProviderB,Nova Corp,CA,CA-311999,Consumer Goods,Merged,0.906,2024-08-30
PRV0001908,ProviderC,Korefield Ltd,AE,AE-329337,Healthcare,Active,1.006,2024-01-15
PRV0001909,ProviderA,Lagos Continental Partners,NL,,Energy,Active,0.824,2025-03-24
PRV0001910,ProviderB,Horizon Technologies,IE,IE-853043,Utilities,Active,0.499,2024-04-23
PRV0001911,ProviderC,Greenfield Services,JP,JP-983238,Technology,Active,0.955,2024-07-22
PRV0001912,ProviderB,Nova Energy,SG,SG-940657,Utilities,Active,0.79,2024-07-02
PRV0001913,ProviderA,Oakwell Industries,NG,NG-366484,Consumer Goods,Active,0.989,2024-12-13
PRV0001914,ProviderA,FRONTIER PARTNERS,BR,BR-439666,Materials,Unknown,0.98,2024-01-16
PRV0001915,ProviderC,Helios Ltd,US,US-593925,Healthcare,Active,0.805,2024-01-24
PRV0001916,ProviderA,Frontier Capital,CA,CA-513378,Materials,Active,0.948,2024-02-01
PRV0001917,ProviderB,Cedar Ltd,DE,,Real Estate,Active,0.879,2024-12-19
PRV0001918,ProviderB,NORTHBRIDGE ENERGY,ZA,ZA-527905,Healthcare,Merged,0.84,2024-09-14
PRV0001919,ProviderA,Helios Industries,FR,FR-770572,Telecommunications,Merged,0.956,2024-05-27
PRV0001920,ProviderC,Frontier Holdings,IN,IN-818644,Telecommunications,Inactive,0.784,2025-03-27
PRV0001921,ProviderC,Nova Investments,CH,CH-426420,Real Estate,Inactive,0.715,2024-11-24
PRV0001922,ProviderB,Korefield Corp,SG,SG-430234,Industrials,Merged,0.525,2024-08-07
PRV0001923,ProviderB,Riverstone Partners,NL,NL-610832,Utilities,Active,0.961,2024-07-25
PRV0001924,ProviderB,Horizon Holdings,FR,FR-911879,Energy,Active,0.665,2024-11-18
PRV0001925,ProviderA,Nova Energy,JP,JP-225759,Utilities,Active,0.939,2024-03-03
PRV0001926,ProviderA,Northbridge Investments,CA,CA-829963,Energy,Active,0.71,2024-07-11
PRV0001927,ProviderC,CRESTLINE PARTNERS,CH,CH-781064,Financials,Merged,0.622,2024-07-12
PRV0001928,ProviderA,Westbridge Energy,NL,NL-386112,Financials,Merged,0.892,2024-09-01
PRV0001929,ProviderC,Albion Ltd,AU,AU-593425,Healthcare,Unknown,0.777,2024-02-16
PRV0001930,ProviderA,Redwood Capital,US,US-383486,Healthcare,Active,0.929,2024-12-19
PRV0001931,ProviderA,,NL,NL-495164,Consumer Goods,Inactive,0.795,2024-12-04
PRV0001932,ProviderC,Frontier Group,IE,IE-241096,Technology,Active,0.837,2025-02-05
PRV0001933,ProviderC,CRESTLINE PLC,AE,AE-676615,Real Estate,Active,1.011,2024-05-12
PRV0001934,ProviderA,Northbridge Holdings,JP,JP-953892,Utilities,Active,1.068,2024-01-17
PRV0001935,ProviderC,Union Ltd,LU,LU-440598,Telecommunications,Unknown,0.611,2025-03-25
PRV0001936,ProviderC,Frontier PLC,ZA,ZA-107378,Healthcare,Unknown,0.831,2024-01-01
PRV0001937,ProviderC,Northbridge Technologies,IN,IN-677147,Industrials,Merged,0.769,2024-05-16
PRV0001938,ProviderA,Riverstone Finance,AU,AU-320945,Financials,Dissolved,0.899,2024-10-19
PRV0001939,ProviderC,Helios Technologies,LU,LU-694398,Industrials,Active,0.676,2025-03-10
PRV0001940,ProviderC,Crestline Partners,BR,BR-719562,Consumer Goods,Active,0.787,2024-07-26
PRV0001941,ProviderA,Horizon Services,IE,IE-735398,Telecommunications,Active,0.908,2024-06-04
PRV0001942,ProviderB,Falcon Services,AE,AE-916602,Materials,Active,0.493,2024-01-24
PRV0001943,ProviderA,Westbridge Holdings,AU,AU-249464,Financials,Unknown,0.785,2025-03-22
PRV0001944,ProviderC,SILVERGATE HOLDINGS,LU,LU-992252,Utilities,Active,0.87,2024-04-03
PRV0001945,ProviderC,Nova Ltd ,CA,CA-386349,Telecommunications,Active,0.803,2024-03-08
PRV0001946,ProviderA,Westbridge Ltd,GB,GB-592465,Energy,Merged,0.829,2024-03-01
PRV0001947,ProviderA,HELIOS CAPITAL,IN,IN-395743,Healthcare,Active,0.574,2025-03-26
PRV0001948,ProviderA,Oakwell Ltd,BR,BR-661179,Materials,Active,0.819,2025-01-12
PRV0001949,ProviderA,PrimeEdge Energy,US,US-407158,Consumer Goods,Active,0.682,2024-10-09
PRV0001950,ProviderB,Redwood Energy,HK,HK-153024,Telecommunications,Active,0.534,2024-08-09
PRV0001951,ProviderC,GRANITE INVESTMENTS,SG,SG-136667,Technology,Active,0.843,2024-12-29
PRV0001952,ProviderB,Atlas PLC,AE,,Technology,Active,0.942,2024-01-26
PRV0001953,ProviderB,Oakwell Energy,NL,NL-918125,Utilities,Active,0.912,2024-01-29
PRV0001954,ProviderC,Northbridge Ltd,CH,CH-288019,Telecommunications,Dissolved,0.762,2024-08-15
PRV0001955,ProviderA,Summit Energy,ZA,ZA-381072,Healthcare,Unknown,0.549,2024-03-08
PRV0001956,ProviderA,Frontier Corp,NL,NL-673359,Consumer Goods,Active,0.752,2024-04-30
PRV0001957,ProviderC,Falcon Holdings,AE,AE-794626,Consumer Goods,Active,0.715,2024-09-21
PRV0001958,ProviderB,Westbridge Technologies,NG,NG-518182,Materials,Active,0.981,2024-12-12
PRV0001959,ProviderB,Crestline Holdings,CA,CA-871293,Telecommunications,Active,1.011,2024-03-19
PRV0001960,ProviderA,Redwood Energy,LU,LU-568982,Materials,Active,0.921,2025-03-30
PRV0001961,ProviderA,Greenfield Industries,NG,NG-879390,Energy,Active,0.992,2024-09-16
PRV0001962,ProviderA,PrimeEdge Holdings,ZA,ZA-629482,Healthcare,Dissolved,0.916,2025-01-16
PRV0001963,ProviderC,BluePeak Holdings,LU,LU-256229,Real Estate,Active,1.021,2024-04-18
PRV0001964,ProviderB,Westbridge Capital,GB,GB-324420,Financials,Active,-0.3,2025-03-09
PRV0001965,ProviderB,Crestline PLC,CH,CH-244062,Real Estate,Dissolved,0.841,2024-01-08
PRV0001966,ProviderC,Northbridge Ltd,US,US-447231,Utilities,Active,1.051,2024-05-29
PRV0001967,ProviderC,PrimeEdge Partners,SG,SG-314418,Technology,Active,0.756,2024-05-08
PRV0001968,ProviderA,Granite Partners,LU,LU-179568,Utilities,Inactive,0.836,2024-12-29
PRV0001969,ProviderC,Northbridge Technologies,NL,NL-495164,Consumer Goods,Inactive,0.609,2024-03-31
PRV0001970,ProviderB,Northbridge Finance,US,US-552678,Consumer Goods,Active,0.664,2024-01-23
PRV0001971,ProviderB,Redwood Holdings,NL,NL-270237,Consumer Goods,Inactive,1.074,2024-07-13
PRV0001972,ProviderC,Nova Services,NG,NG-962378,Real Estate,Active,0.957,2024-10-31
PRV0001973,ProviderC,Meridian Services,BR,BR-716043,Financials,Active,0.789,2025-02-07
PRV0001974,ProviderB,Falcon Industries,FR,FR-330559,Industrials,Active,0.67,2024-02-11
PRV0001975,ProviderC,Cedar Corp,CA,CA-724039,Real Estate,Dissolved,0.841,2024-02-07
PRV0001976,ProviderB,Westbridge Corp,AU,AU-875324,Financials,Inactive,0.807,2024-11-21
PRV0001977,ProviderC,Meridian Ltd,CA,CA-355271,Materials,Active,0.868,2024-04-15
PRV0001978,ProviderA,Greenfield Holdings,LU,LU-462856,Consumer Goods,Unknown,,2024-03-21
PRV0001979,ProviderA,Meridian Ltd,NG,NG-591800,Materials,Active,0.807,2025-01-24
PRV0001980,ProviderB,Summit Technologies,US,US-667874,Consumer Goods,Active,0.864,2024-06-07
PRV0001981,ProviderC,Falcon PLC,ZA,ZA-652567,Telecommunications,Active,0.975,2024-09-06
PRV0001982,ProviderB,,JP,JP-632788,Materials,Active,0.917,2024-09-28
PRV0001983,ProviderC,Atlas Corp,ZA,ZA-715706,Telecommunications,Active,0.508,2024-08-21
PRV0001984,ProviderA,BluePeak Finance,CA,CA-588959,Consumer Goods,Active,0.982,2024-01-29
PRV0001985,ProviderC,Greenfield Partners,FR,FR-442134,Industrials,Inactive,1.04,2024-09-06
PRV0001986,ProviderA,Nova Technologies,JP,JP-776326,Financials,Active,0.922,2024-03-09
PRV0001987,ProviderA,Greenfield Energy,CH,,Energy,Active,0.833,2024-08-28
PRV0001988,ProviderA,Atlas Investments,NL,NL-183384,Telecommunications,Unknown,0.571,2024-08-08
PRV0001989,ProviderC,Atlas Corp,JP,JP-854776,Real Estate,Active,0.771,2025-02-04
PRV0001990,ProviderB,Korefield Corp,AU,AU-124137,Materials,Active,,2024-02-18
PRV0001991,ProviderC,Crestline PLC,US,US-198022,Technology,,0.694,2024-11-14
PRV0001992,ProviderB,Meridian Partners,GB,GB-586762,Financials,Active,0.855,2025-03-28
PRV0001993,ProviderA,Meridian Ltd,NG,NG-307906,Real Estate,Active,0.745,2025-02-16
PRV0001994,ProviderC,Sterling PLC,,CA-574543,Real Estate,Unknown,0.612,2024-09-26
PRV0001995,ProviderA,Cedar Ltd ,AE,AE-965460,Financials,Active,1.036,2024-05-30
PRV0001996,ProviderA,Northbridge Technologies,CA,CA-629959,Utilities,Active,0.558,2024-07-09
PRV0001997,ProviderA,BluePeak Group,AE,AE-722829,Healthcare,Active,0.775,2025-03-10
PRV0001998,ProviderB,Albion Technologies,GB,GB-879134,Consumer Goods,Active,0.613,2024-10-31
PRV0001999,ProviderC,PrimeEdge Industries,DE,,Financials,Active,0.634,2025-01-17
PRV0002000,ProviderA,BluePeak Energy,FR,FR-565112,Utilities,Active,0.846,2024-05-10
PRV0002001,ProviderB,Frontier Partners,AU,AU-632468,Industrials,Active,1.08,2024-06-07
PRV0002002,ProviderC,PrimeEdge PLC,GB,GB-944684,Energy,Active,0.756,2024-12-18
PRV0002003,ProviderB,Cedar Technologies,NL,NL-474775,Energy,Active,0.89,2024-04-09
PRV0002004,ProviderA,UNION CORP,SG,SG-357919,Healthcare,Active,1.177,2024-01-30
PRV0002005,ProviderB,Greenfield PLC,GB,GB-543858,Utilities,Active,0.975,2024-03-23
PRV0002006,ProviderC,Northbridge Investments,IE,IE-494274,Utilities,Active,0.77,2024-10-16
PRV0002007,ProviderC,BluePeak Energy,HK,HK-635068,Real Estate,Active,0.786,2024-01-02
PRV0002008,ProviderC,Oakwell Investments,IE,IE-303425,Financials,Dissolved,0.926,2024-01-03
PRV0002009,ProviderB,FALCON INDUSTRIES,IN,,Real Estate,Unknown,0.687,2025-03-14
PRV0002010,ProviderC,Oakwell Investments,FR,FR-306812,Materials,Active,0.903,2024-01-20
PRV0002011,ProviderC,Lagos Continental PLC,CA,CA-176688,Financials,Active,0.846,2025-03-22
PRV0002012,ProviderB,Horizon Partners,BR,BR-600189,Technology,Active,0.992,2024-04-15
PRV0002013,ProviderB,HELIOS LTD,IN,IN-722120,Industrials,Inactive,0.776,2024-10-27
PRV0002014,ProviderA,Helios Industries ,FR,FR-770572,Telecommunications,Merged,1.024,2025-01-17
PRV0002015,ProviderC,Horizon Ltd,ZA,ZA-941045,Technology,Active,0.797,2024-04-05
PRV0002016,ProviderC,SILVERGATE FINANCE,BR,BR-409483,Utilities,Active,1.097,2024-08-12
PRV0002017,ProviderC,Sterling Investments,IN,IN-569804,Financials,Active,0.553,2025-02-26
PRV0002018,ProviderA,Falcon Finance,NG,NG-916150,Real Estate,Active,0.697,2024-08-30
PRV0002019,ProviderC,ATLAS TECHNOLOGIES,AU,AU-589254,Industrials,Active,0.561,2024-03-10
PRV0002020,ProviderB,PrimeEdge Energy,FR,FR-696944,Materials,Dissolved,1.132,2024-11-28
PRV0002021,ProviderB,Silvergate Partners,HK,HK-579327,Technology,Active,1.039,2024-07-06
PRV0002022,ProviderB,Lagos Continental Energy,FR,FR-767488,Real Estate,Active,0.809,2024-11-30
PRV0002023,ProviderA,GRANITE FINANCE,IN,IN-629669,Telecommunications,Active,0.704,2024-01-23
PRV0002024,ProviderB,Sterling Investments,NG,NG-660889,Industrials,Active,0.954,2025-02-01
PRV0002025,ProviderB,Frontier Partners,IE,IE-253084,Industrials,Active,0.895,2024-05-01
PRV0002026,ProviderA,Greenfield Capital,AE,AE-889663,Utilities,Active,0.832,2025-03-27
PRV0002027,ProviderB,Lagos Continental PLC,NG,,Healthcare,Active,0.543,2025-03-23
PRV0002028,ProviderC,Oakwell Finance,JP,JP-255487,Materials,Active,0.888,2024-04-01
PRV0002029,ProviderA,Sterling Corp,NL,NL-600311,Energy,Active,0.575,2024-06-09
PRV0002030,ProviderC,Westbridge Capital,HK,HK-216474,Telecommunications,Active,0.858,2024-06-05
PRV0002031,ProviderC,Sterling Group,US,US-610225,Real Estate,Active,1.006,2024-01-15
PRV0002032,ProviderB,Meridian Services,BR,BR-716043,Financials,Active,-0.3,2024-05-10
PRV0002033,ProviderA,Silvergate Energy,ZA,ZA-238723,Consumer Goods,Active,0.626,2024-06-04
PRV0002034,ProviderA,Cedar Finance,AU,AU-712869,Healthcare,Inactive,0.845,2024-10-07
PRV0002035,ProviderC,Summit Technologies,GB,GB-879610,Consumer Goods,Unknown,0.644,2024-03-06
PRV0002036,ProviderB,Redwood Capital,BR,BR-864356,Energy,Dissolved,0.928,2024-07-26
PRV0002037,ProviderB,Summit Technologies,AU,AU-924501,Financials,Unknown,0.511,2024-01-02
PRV0002038,ProviderC,Atlas Industries,JP,JP-328520,Healthcare,Active,0.772,2024-05-17
PRV0002039,ProviderB,Meridian Services,NL,NL-594697,Industrials,Closed?,0.775,2024-07-24
PRV0002040,ProviderB,Northbridge Industries,IE,IE-201824,Materials,Active,0.89,2024-12-12
PRV0002041,ProviderA,Oakwell Corp,NL,NL-824293,Materials,Active,0.777,2024-07-27
PRV0002042,ProviderC,Union Services,HK,HK-468103,Materials,Active,1.044,2024-05-19
PRV0002043,ProviderB,Sterling Ltd,NL,NL-105158,Materials,Active,0.842,2024-09-09
PRV0002044,ProviderC,Cedar Corp,NG,NG-252623,Utilities,Active,0.894,2024-09-11
PRV0002045,ProviderB,Greenfield Services,SG,SG-735070,Financials,Active,0.684,2024-05-21
PRV0002046,ProviderB,Cedar Investments,FR,FR-373198,Healthcare,Active,0.936,2024-12-16
PRV0002047,ProviderA,Northbridge Capital,GB,GB-869345,Energy,Unknown,0.689,2024-05-05
PRV0002048,ProviderB,Nova Partners,FR,FR-536380,Telecommunications,Active,0.894,2024-06-25
PRV0002049,ProviderC,Oakwell Energy ,NG,NG-620825,Materials,Active,1.038,2024-07-21
PRV0002050,ProviderC,Atlas Investments,IN,IN-670773,Technology,Active,0.86,2024-12-27
PRV0002051,ProviderB,BluePeak Technologies,DE,DE-538309,Materials,Active,1.2,2024-06-06
PRV0002052,ProviderA,Crestline Energy,LU,LU-783516,Real Estate,Active,0.654,2024-06-21
PRV0002053,ProviderB,Horizon Services,DE,DE-822272,Telecommunications,Unknown,0.931,2024-04-07
PRV0002054,ProviderB,Frontier Group,HK,HK-887805,Technology,Active,0.899,2024-12-28
PRV0002055,ProviderA,Crestline Corp,AU,AU-294794,Healthcare,Active,0.829,2024-10-09
PRV0002056,ProviderA,Helios Partners,SG,SG-799333,Energy,Merged,0.783,2025-03-09
PRV0002057,ProviderA,Redwood Ltd,SG,SG-479435,Utilities,Active,0.775,2024-08-23
PRV0002058,ProviderB,Korefield Capital,IN,IN-703930,Energy,Active,0.531,2024-05-09
PRV0002059,ProviderA,Granite Capital,CA,CA-553062,Consumer Goods,Active,0.971,2025-03-10
PRV0002060,ProviderB,Silvergate Energy,CH,CH-786458,Telecommunications,Active,0.407,2024-11-17
PRV0002061,ProviderA,PrimeEdge Corp,US,US-980810,Utilities,Dissolved,0.747,2024-08-07
PRV0002062,ProviderA,Lagos Continental Industries ,BR,BR-245317,Materials,Active,0.686,2024-08-03
PRV0002063,ProviderC,Korefield Finance,IN,IN-162213,Utilities,Merged,0.781,2024-05-05
PRV0002064,ProviderB,Sterling Energy,SG,SG-151747,Real Estate,Dissolved,0.746,2024-07-31
PRV0002065,ProviderC,Korefield Energy,US,US-553008,Telecommunications,Inactive,0.495,2024-12-29
PRV0002066,ProviderA,Silvergate Energy,NG,NG-221603,Consumer Goods,Active,0.703,2024-11-10
PRV0002067,ProviderB,Horizon Finance,SG,SG-119737,Industrials,Unknown,0.899,2025-02-27
PRV0002068,ProviderA,Redwood Investments,HK,HK-784729,Real Estate,Active,0.458,2025-01-20
PRV0002069,ProviderB,Frontier Industries,CA,CA-811385,Energy,Active,0.864,2024-04-21
PRV0002070,ProviderC,Union Ltd,DE,DE-366150,Healthcare,Inactive,0.908,2024-11-22
PRV0002071,ProviderA,Frontier Corp,GB,GB-649102,Healthcare,Active,0.971,2024-03-12
PRV0002072,ProviderB,Cedar Corp,CA,CA-855113,Energy,Active,0.695,2024-05-26
PRV0002073,ProviderA,Frontier Ltd,AE,AE-758755,Financials,Active,0.918,2024-03-16
PRV0002074,ProviderA,Silvergate Group,CA,CA-531145,Industrials,Active,0.789,2024-12-31
PRV0002075,ProviderC,Redwood Ltd,IE,IE-494960,Consumer Goods,Active,0.911,2024-12-12
PRV0002076,ProviderB,Frontier Partners,IE,IE-253084,Industrials,Active,0.656,2025-01-11
PRV0002077,ProviderA,Union Technologies,SG,SG-384066,Real Estate,Active,0.917,2024-03-21
PRV0002078,ProviderB,Unknown Entity,SG,SG-560329,Financials,Active,0.787,2024-01-18
PRV0002079,ProviderC,Lagos Continental Ltd,IE,IE-140294,Energy,Unknown,0.595,2024-03-02
PRV0002080,ProviderC,Silvergate Capital,ZA,ZA-760261,Industrials,Merged,0.472,2024-10-01
PRV0002081,ProviderA,Union Investments,CH,CH-577990,Telecommunications,Merged,0.541,2024-03-05
PRV0002082,ProviderA,Meridian Services,NL,NL-594697,Industrials,Closed?,0.876,2024-08-20
PRV0002083,ProviderB,BluePeak Corp,CA,CA-600975,Healthcare,Active,0.614,2024-07-29
PRV0002084,ProviderC,Helios PLC,N/A,,Real Estate,Active,1.108,2025-01-25
PRV0002085,ProviderB,Korefield Services,DE,DE-280546,Materials,Dissolved,0.819,2024-10-02
PRV0002086,ProviderB,Granite Ltd,BR,BR-332740,Energy,Unknown,0.742,2024-12-17
PRV0002087,ProviderA,,FR,FR-965525,Technology,Active,0.823,2024-10-07
PRV0002088,ProviderB,Helios Technologies,CA,CA-273430,Healthcare,Active,1.034,2024-08-19
PRV0002089,ProviderC,Meridian Investments,AU,AU-942410,Energy,Active,0.795,2025-03-12
PRV0002090,ProviderA,Korefield Investments,AE,AE-252331,Technology,Active,0.716,2024-08-29
PRV0002091,ProviderA,Northbridge Ltd,BR,BR-554065,Financials,Active,0.65,2025-03-08
PRV0002092,ProviderB,Korefield Corp,AE,,Energy,Inactive,0.609,2024-09-01
PRV0002093,ProviderC,,NL,NL-933841,Utilities,Active,1.5,2024-04-30
PRV0002094,ProviderB,Riverstone Partners,LU,LU-945404,Technology,Inactive,0.921,2024-02-28
PRV0002095,ProviderC,Crestline Technologies,NL,NL-205476,Materials,Active,0.658,2024-07-21
PRV0002096,ProviderC,Helios Energy,LU,LU-188733,Industrials,Unknown,0.974,2024-04-16
PRV0002097,ProviderC,Riverstone Capital,SG,SG-807711,Industrials,Active,0.748,2025-02-13
PRV0002098,ProviderB,Union PLC,GB,GB-804102,Consumer Goods,Active,0.602,2024-12-17
PRV0002099,ProviderC,Lagos Continental Group,IE,,Industrials,Active,0.571,2024-02-02
PRV0002100,ProviderA,Korefield Investments,BR,BR-875210,Technology,Active,0.63,2024-01-29
PRV0002101,ProviderB,Frontier Energy,HK,HK-370910,Utilities,Active,0.916,2025-02-19
PRV0002102,ProviderC,Oakwell Technologies,US,US-267275,Utilities,Active,0.804,2024-02-25
PRV0002103,ProviderC,Union Corp,SG,SG-357919,Healthcare,Active,1.064,2024-07-11
PRV0002104,ProviderC,Northbridge Holdings,US,US-541481,Materials,Active,0.964,2025-02-05
PRV0002105,ProviderC,Oakwell Services ,IN,IN-541049,Financials,Active,1.2,2024-10-29
PRV0002106,ProviderC,Sterling Investments,FR,FR-891276,Industrials,Active,0.689,2024-07-16
PRV0002107,ProviderB,Redwood Technologies,FR,FR-245892,Materials,Dissolved,0.754,2024-11-16
PRV0002108,ProviderC,Lagos Continental Services,LU,LU-110401,Energy,Active,,2024-10-25
PRV0002109,ProviderA,Falcon Group,CA,CA-977767,Telecommunications,Active,1.001,2024-09-29
PRV0002110,ProviderB,GRANITE HOLDINGS,CA,CA-803073,Utilities,Merged,0.703,2024-04-04
PRV0002111,ProviderB,Sterling Group,AU,AU-273025,Real Estate,Active,0.728,2024-07-24
PRV0002112,ProviderA,Greenfield Investments,IE,IE-259768,Consumer Goods,Active,0.774,2024-04-29
PRV0002113,ProviderC,Atlas Industries,NG,NG-127999,Financials,Inactive,1.145,2024-11-28
PRV0002114,ProviderC,Falcon Investments,US,US-945855,Industrials,Unknown,0.635,2024-11-25
PRV0002115,ProviderB,Riverstone Group,IN,IN-298672,Consumer Goods,Active,0.963,2024-09-15
PRV0002116,ProviderA,Meridian Partners,SG,SG-114907,Consumer Goods,Dissolved,0.744,2024-04-26
PRV0002117,ProviderB,Granite Partners,HK,HK-562209,Materials,Active,0.875,2024-07-27
PRV0002118,ProviderA,Granite Services,US,US-377000,Real Estate,Active,0.768,2024-08-11
PRV0002119,ProviderC,Nova Partners,ZA,ZA-484147,Industrials,Active,0.759,2025-01-08
PRV0002120,ProviderA,Atlas Holdings,LU,,Telecommunications,Merged,0.841,2024-09-18
PRV0002121,ProviderC,Helios Ltd,US,US-593925,Healthcare,Active,0.926,2025-01-25
PRV0002122,ProviderC,Redwood Technologies,NG,NG-967554,Financials,Unknown,0.921,2025-02-15
PRV0002123,ProviderB,Albion PLC,CH,CH-837805,Utilities,Active,0.841,2024-09-04
PRV0002124,ProviderA,Silvergate Ltd,HK,HK-765694,Materials,Unknown,0.67,2025-01-28
PRV0002125,ProviderC,Westbridge Ltd,BR,BR-358610,Industrials,Active,0.814,2024-05-06
PRV0002126,ProviderB,Redwood Corp,SG,SG-204371,Telecommunications,Active,0.74,2024-04-08
PRV0002127,ProviderB,Sterling Corp,IE,IE-736761,Consumer Goods,Active,0.915,2024-06-27
PRV0002128,ProviderA,Frontier Services,AU,AU-935044,Utilities,Merged,1.1,2024-12-20
PRV0002129,ProviderA,UNION HOLDINGS,IE,IE-919658,Utilities,Active,0.869,2024-07-08
PRV0002130,ProviderA,Greenfield Partners,BR,BR-106103,Energy,Active,0.95,2024-07-22
PRV0002131,ProviderA,Granite Services,IE,IE-613363,Real Estate,Inactive,0.997,2024-02-10
PRV0002132,ProviderC,Falcon Holdings,IN,IN-208862,Energy,Active,1.017,2025-01-30
PRV0002133,ProviderA,Crestline Technologies,,,Financials,Active,0.728,2024-05-24
PRV0002134,ProviderA,PRIMEEDGE GROUP,AU,AU-990057,Healthcare,Active,0.625,2024-07-12
PRV0002135,ProviderA,Redwood Industries,US,US-635124,Utilities,Active,0.948,2024-12-07
PRV0002136,ProviderA,Lagos Continental Corp,SG,SG-754069,Financials,Active,0.495,2024-04-02
PRV0002137,ProviderC,Cedar Services,US,US-145661,Healthcare,Unknown,0.678,2024-01-11
PRV0002138,ProviderC,,JP,JP-236149,Telecommunications,Inactive,0.808,2024-01-20
PRV0002139,ProviderC,Greenfield Finance,BR,BR-941560,Financials,Active,0.88,2024-04-26
PRV0002140,ProviderC,BLUEPEAK LTD,HK,HK-929051,Consumer Goods,Active,0.696,2024-06-10
PRV0002141,ProviderA,Meridian Capital,FR,FR-456899,Utilities,Active,0.476,2024-06-01
PRV0002142,ProviderC,Albion Technologies,CA,CA-774860,Real Estate,Inactive,1.068,2024-11-10
PRV0002143,ProviderA,Albion Finance,IN,IN-490779,Consumer Goods,Inactive,0.868,2024-11-15
PRV0002144,ProviderB,Summit Finance,SG,SG-667471,Energy,Active,0.806,2024-07-12
PRV0002145,ProviderB,Korefield Services,IN,IN-370348,Energy,Active,0.775,2024-06-26
PRV0002146,ProviderA,Sterling PLC,LU,,Materials,Active,1.194,2024-02-26
PRV0002147,ProviderB,Westbridge Ltd,GB,GB-592465,Energy,Merged,1.038,2024-06-08
PRV0002148,ProviderA,Meridian Investments,CA,CA-687699,Financials,Active,0.807,2024-10-23
PRV0002149,ProviderB,Falcon PLC,IE,IE-434041,Financials,Active,0.961,2024-06-12
PRV0002150,ProviderC,Granite PLC,BR,BR-318242,Materials,Active,1.118,2024-08-09
PRV0002151,ProviderB,Helios Corp,IE,IE-777827,Consumer Goods,Unknown,0.922,2024-10-17
PRV0002152,ProviderB,Oakwell Finance,SG,SG-305005,Telecommunications,Active,0.984,2024-08-17
PRV0002153,ProviderB,Cedar Energy,NL,NL-529386,Utilities,Active,0.747,2024-07-24
PRV0002154,ProviderB,Albion Investments,NG,NG-441200,Industrials,Inactive,0.886,2024-03-16
PRV0002155,ProviderA,Korefield Holdings ,CA,CA-886319,Materials,Active,1.038,2025-02-18
PRV0002156,ProviderA,Lagos Continental Investments,GB,GB-111094,Financials,Dissolved,0.874,2024-01-09
PRV0002157,ProviderB,STERLING TECHNOLOGIES ,GB,GB-943921,Real Estate,Active,1.089,2025-02-25
PRV0002158,ProviderB,Cedar Group,GB,GB-375860,Materials,Active,0.719,2024-07-09
PRV0002159,ProviderA,BluePeak Holdings,AU,,Healthcare,Active,0.503,2024-08-19
PRV0002160,ProviderB,Redwood Partners,US,US-328001,Telecommunications,Unknown,0.949,2025-01-04
PRV0002161,ProviderB,BluePeak Holdings ,AU,,Healthcare,Active,0.626,2024-12-23
PRV0002162,ProviderA,NORTHBRIDGE SERVICES ,GB,GB-749084,Telecommunications,Active,0.871,2024-01-11
PRV0002163,ProviderC,Nova Industries,NG,NG-271107,Utilities,Active,0.948,2024-03-02
PRV0002164,ProviderC,Silvergate Group ,IN,IN-730547,Financials,Active,0.849,2025-03-02
PRV0002165,ProviderC,Lagos Continental Holdings,CH,CH-225904,Real Estate,,1.139,2024-09-13
PRV0002166,ProviderC,Meridian Holdings,DE,DE-886557,Real Estate,Unknown,0.804,2024-03-15
PRV0002167,ProviderB,PrimeEdge Ltd,DE,DE-102511,Real Estate,Active,0.577,2024-05-04
PRV0002168,ProviderB,Union Finance,BR,BR-231403,Utilities,Active,0.854,2025-02-11
PRV0002169,ProviderC,Redwood Corp,NG,NG-538719,Telecommunications,Dissolved,0.661,2024-06-16
PRV0002170,ProviderC,Horizon Capital ,NG,NG-270331,Consumer Goods,Active,0.949,2025-01-07
