entity_id,kyc_status,risk_rating,sanctions_flag,pep_flag,counterparty_type,last_review_date,next_review_due_date,source_system
ENT000149,Rejected,Medium,True,,Unknown,2024-03-14,2025-05-13,Manual Upload
ENT002274,Rejected,Low,,,Issuer,2022-07-11,2024-12-08,KYC Platform
ENT000382,Unknown,Medium,True,True,Unknown,2023-03-10,2024-04-17,Manual Upload
ENT002101,Pending,Low,False,Y,Client,2023-04-22,2024-10-25,Manual Upload
ENT000988,Rejected,High,N,Y,Fund,2020-02-21,2026-08-23,Manual Upload
ENT001339,Approved,Medium,False,Y,Broker,2023-01-23,2025-07-27,KYC Platform
ENT001834,Rejected,High,True,Y,Broker,2024-03-13,2021-06-19,Manual Upload
ENT002206,Pending,Medium,N,N,Issuer,2021-04-22,2026-11-09,KYC Platform
ENT001184,Rejected,Medium,Y,Y,Broker,2024-09-08,2024-08-04,ProviderA
ENT000329,Approved,InvalidRisk,N,,Client,2021-11-16,2024-06-01,Manual Upload
ENT003072,Pending,Low,N,Y,Unknown,2023-09-12,2025-11-05,Manual Upload
ENT002411,Pending,Low,Y,Y,Client,2024-07-12,2021-11-06,ProviderA
ENT002446,Unknown,Medium,False,,Broker,2020-09-06,2025-06-18,Manual Upload
ENT001765,Unknown,Low,N,False,Issuer,2022-08-21,2027-12-28,Manual Upload
ENT000928,Pending,Medium,N,False,Unknown,2020-01-09,2024-09-02,ProviderA
ENT002360,Pending,Low,False,Y,Issuer,2021-06-26,2025-11-07,ProviderA
ENT004575,Expired,Low,True,Y,Supplier,2022-03-02,2027-10-31,Manual Upload
ENT002025,Unknown,High,Y,False,Broker,2024-07-23,2024-07-22,Manual Upload
ENT004494,Approved,High,True,N,Client,2020-03-07,2022-03-03,Manual Upload
ENT002530,Expired,Low,Y,Y,Client,2024-03-17,2026-05-05,ProviderA
ENT003476,Expired,Low,Y,False,Issuer,2023-07-08,2024-03-28,KYC Platform
ENT000940,Approved,Low,True,False,Unknown,2021-09-19,2025-06-06,ProviderA
ENT004868,Pending,Critical,Y,True,Broker,2021-10-23,2026-10-09,Manual Upload
ENT003170,Unknown,Low,True,True,Issuer,2023-11-28,2022-04-27,KYC Platform
ENT003145,Pending,Medium,,False,Issuer,2022-12-24,2026-06-08,Manual Upload
ENT001583,Approved,High,,Y,Unknown,2020-08-06,2025-08-11,ProviderA
ENT004363,Rejected,High,N,False,Unknown,2023-04-28,2024-07-23,ProviderA
ENT001683,Expired,Medium,N,True,Broker,2024-01-05,2027-07-13,ProviderA
ENT003795,Rejected,High,Y,N,Client,2023-12-24,2027-07-23,Manual Upload
ENT001847,Approved,Low,False,N,Client,2023-06-28,2025-12-16,ProviderA
ENT002303,Expired,Critical,True,False,Supplier,2023-03-11,2024-07-05,KYC Platform
ENT003041,Unknown,Low,,N,Supplier,2021-06-25,2021-03-21,ProviderA
ENT002526,Expired,Critical,False,True,Fund,2022-02-22,2024-01-16,KYC Platform
ENT002787,Expired,InvalidRisk,True,True,Fund,2020-03-10,2027-11-29,KYC Platform
ENT000474,Rejected,Low,True,Y,Unknown,2020-10-10,2024-10-09,ProviderA
ENT002940,Pending,Medium,,False,Supplier,2022-12-27,2024-12-14,Manual Upload
ENT001887,Approved,Low,False,N,Issuer,2023-10-04,2025-09-05,ProviderA
ENT000900,Unknown,High,Y,False,Fund,2020-03-23,2021-12-17,KYC Platform
ENT000707,Pending,Low,N,,Broker,2021-10-26,2026-08-23,KYC Platform
ENT003260,Unknown,Medium,,False,Unknown,2021-10-14,2027-04-12,ProviderA
ENT001013,Pending,Low,N,,Unknown,2021-08-22,2021-05-16,ProviderA
ENT000362,Expired,Low,True,False,Client,2021-09-22,2026-03-24,Manual Upload
ENT000695,Approved,High,False,N,Broker,2020-12-12,2026-08-01,Manual Upload
ENT003804,Pending,Medium,Y,False,Fund,2021-12-11,2024-04-18,Manual Upload
ENT003144,Approved,High,,N,Issuer,2022-02-27,2022-04-22,Manual Upload
ENT004372,Approved,High,Y,,Client,2020-03-01,2023-05-23,ProviderA
ENT000690,Expired,High,N,N,Client,2020-08-18,2026-01-18,ProviderA
ENT002251,Approved,Low,Y,,Supplier,2020-03-07,2025-02-25,Manual Upload
ENT002095,Expired,High,N,True,Issuer,2024-12-01,2024-06-01,ProviderA
ENT004074,Unknown,InvalidRisk,N,False,Fund,2021-07-06,2026-04-14,KYC Platform
ENT002888,Approved,Critical,Y,,Client,2022-02-28,2027-07-03,Manual Upload
ENT002739,Pending,Low,,Y,Client,2021-12-15,2024-12-22,ProviderA
ENT004597,Pending,Medium,,False,Supplier,2024-08-15,2026-09-09,ProviderA
ENT002282,Approved,Low,,N,Fund,2024-03-24,2025-05-21,ProviderA
ENT001399,Expired,Medium,True,N,Fund,2023-01-09,2027-06-01,Manual Upload
ENT001715,Rejected,Medium,False,N,Issuer,2022-01-29,2026-02-05,Manual Upload
ENT004713,Pending,Medium,,Y,Issuer,2020-05-19,2027-10-01,ProviderA
ENT003996,Approved,High,False,False,Broker,2020-07-14,2024-11-12,Manual Upload
ENT003143,Expired,Low,False,True,Unknown,2020-06-15,2027-02-03,ProviderA
ENT004262,Pending,Low,False,True,Broker,2024-11-03,2026-02-04,KYC Platform
ENT003397,Approved,Medium,,True,Supplier,2023-08-22,2027-01-28,KYC Platform
ENT000855,Rejected,High,False,True,Issuer,2020-05-25,2024-05-30,ProviderA
ENT002645,Rejected,InvalidRisk,True,True,Client,2021-10-26,2025-06-18,ProviderA
ENT003012,Approved,Medium,False,,Unknown,2024-08-31,2025-05-10,Manual Upload
ENT001300,Unknown,InvalidRisk,False,True,Fund,2022-11-11,2025-02-08,Manual Upload
ENT004133,Pending,Medium,True,N,Issuer,2020-03-17,2025-06-27,KYC Platform
ENT000335,Expired,Low,True,True,Client,2022-12-19,2024-04-03,KYC Platform
ENT003595,Pending,High,Y,True,Fund,2022-04-21,2026-11-28,KYC Platform
ENT000450,Expired,High,False,False,Issuer,2022-01-20,2027-04-23,KYC Platform
ENT002536,Unknown,Critical,Y,True,Issuer,2018-08-14,2027-03-14,ProviderA
ENT000135,Unknown,Medium,True,False,Client,2024-11-02,2024-08-07,KYC Platform
ENT003407,Expired,High,Y,,Unknown,2019-07-08,2024-09-24,Manual Upload
ENT000410,Expired,Low,N,,Client,2020-09-11,2024-04-13,Manual Upload
ENT003854,Expired,Medium,False,,Fund,2022-07-11,2026-09-24,KYC Platform
ENT002039,Approved,Medium,True,True,Unknown,2022-12-26,2027-08-22,ProviderA
ENT004715,Pending,Low,True,False,Issuer,2022-02-11,2026-08-05,ProviderA
ENT003816,Rejected,Low,N,,Fund,2024-11-21,2027-08-03,KYC Platform
ENT002021,Approved,High,True,Y,Broker,2022-06-16,2026-02-14,KYC Platform
ENT000867,Pending,Low,N,,Client,2021-12-22,2024-08-20,KYC Platform
ENT004738,Expired,Medium,,,Client,2021-12-10,2027-01-25,Manual Upload
ENT004417,Rejected,Medium,True,,Fund,2023-05-25,2027-12-21,Manual Upload
ENT002232,Pending,High,N,Y,Client,2023-12-02,2024-04-21,Manual Upload
ENT001505,Expired,Low,,,Client,2024-09-18,2026-11-07,Manual Upload
ENT003440,Unknown,Medium,N,True,Broker,2020-10-26,2026-08-20,Manual Upload
ENT004606,Unknown,High,False,,Client,2017-04-13,2025-01-16,KYC Platform
ENT_KYC_ORPHAN_68,Rejected,Critical,,False,Fund,2024-04-09,2025-08-17,KYC Platform
ENT002322,Pending,Medium,False,,Client,2024-12-28,2025-07-23,ProviderA
ENT004780,Rejected,Low,True,Y,Client,2020-07-06,2021-10-23,ProviderA
ENT000397,Expired,Low,,False,Issuer,2020-10-25,2024-07-28,KYC Platform
ENT003878,Pending,Critical,Y,True,Broker,2020-09-19,2025-03-27,KYC Platform
ENT_KYC_ORPHAN_71,Expired,Low,False,N,Unknown,2023-11-20,2027-12-01,ProviderA
ENT000306,Expired,High,False,N,Issuer,2022-11-25,2022-01-20,Manual Upload
ENT003284,Pending,Low,N,False,Unknown,2020-06-10,2024-04-26,KYC Platform
ENT001671,Expired,Medium,False,True,Fund,2020-10-14,2024-03-31,Manual Upload
ENT000114,Rejected,Low,Y,N,Issuer,2021-07-05,2027-03-13,Manual Upload
ENT003834,Approved,Medium,N,False,Supplier,2021-03-08,2027-06-03,Manual Upload
ENT002875,Rejected,Low,False,Y,Fund,2023-02-10,2026-08-30,Manual Upload
ENT003302,Unknown,Low,N,True,Client,2020-10-15,2024-10-07,KYC Platform
ENT004015,Expired,Medium,N,False,Client,2022-03-24,2024-08-25,KYC Platform
ENT002405,Rejected,Low,False,,Broker,2024-02-02,2025-06-30,Manual Upload
ENT004696,Pending,Low,True,N,Fund,2024-12-13,2024-07-26,Manual Upload
ENT004522,Rejected,Low,True,N,Issuer,2022-12-22,2026-10-29,Manual Upload
ENT003375,Unknown,InvalidRisk,False,,Fund,2024-09-02,2025-11-11,KYC Platform
ENT001121,Unknown,Low,True,False,Unknown,2022-01-23,2026-11-09,ProviderA
ENT002280,Expired,Medium,N,True,Client,2022-07-29,2026-02-25,Manual Upload
ENT002047,Expired,Medium,False,False,Unknown,2024-06-08,2025-02-11,KYC Platform
ENT000729,Approved,Critical,N,False,Unknown,2022-06-20,2024-03-27,ProviderA
ENT_KYC_ORPHAN_75,Rejected,Medium,N,,Supplier,2024-05-19,2025-03-21,KYC Platform
ENT003875,Rejected,Low,Y,,Client,2021-01-25,2026-12-03,Manual Upload
ENT003181,Approved,High,N,,Broker,2023-07-12,2027-08-21,KYC Platform
ENT004763,Unknown,Medium,,True,Issuer,2020-09-06,2026-07-31,KYC Platform
ENT003899,Unknown,Medium,,False,Client,2024-07-06,2024-09-07,KYC Platform
ENT002474,Unknown,High,N,False,Unknown,2018-12-18,2024-09-25,KYC Platform
ENT000119,Approved,Medium,Y,True,Unknown,2023-04-11,2025-10-07,KYC Platform
ENT004995,Pending,Low,Y,N,Client,2022-04-08,2026-02-01,Manual Upload
ENT000603,Pending,High,,True,Unknown,2021-09-27,2026-01-20,ProviderA
ENT003636,Approved,Low,True,False,Broker,2023-11-07,2026-04-20,KYC Platform
ENT001016,Rejected,Low,N,,Issuer,2022-10-04,2027-07-28,KYC Platform
ENT004416,Unknown,Medium,True,False,Client,2021-03-06,2026-08-31,KYC Platform
ENT000139,Unknown,High,N,Y,Unknown,2022-07-13,2027-02-20,Manual Upload
ENT002283,Expired,Low,True,True,Client,2023-02-24,2024-10-09,Manual Upload
ENT000854,Expired,Medium,True,False,Unknown,2024-11-05,2026-05-14,KYC Platform
ENT002011,Approved,Critical,False,Y,Unknown,2019-08-10,2025-02-25,Manual Upload
ENT000153,Approved,Low,False,False,Supplier,2022-11-23,2025-08-08,ProviderA
ENT003511,Pending,Low,N,,Broker,2023-09-06,2027-08-25,Manual Upload
ENT003205,Expired,Medium,False,Y,Fund,2023-09-29,2025-10-04,KYC Platform
ENT003164,Rejected,Medium,Y,N,Client,2022-08-27,2027-07-07,ProviderA
ENT000029,Unknown,InvalidRisk,True,Y,Unknown,2022-05-15,2025-07-31,Manual Upload
ENT001088,Expired,High,,False,Issuer,2019-04-21,2023-04-19,Manual Upload
ENT001166,Rejected,Low,False,Y,Unknown,2020-08-29,2022-09-18,KYC Platform
ENT001164,Rejected,Low,N,False,Issuer,2023-11-27,2024-07-06,Manual Upload
ENT001521,Unknown,Low,,False,Supplier,2024-12-13,2025-09-26,ProviderA
ENT000336,Approved,Medium,Y,Y,Supplier,2024-07-09,2027-05-08,Manual Upload
ENT001137,Rejected,Low,Y,N,Issuer,2023-05-11,2027-08-25,Manual Upload
ENT003274,Rejected,High,True,False,Unknown,2024-10-31,2025-10-14,KYC Platform
ENT002754,Expired,Medium,Y,N,Fund,2021-11-05,2027-03-21,KYC Platform
ENT003394,Approved,Medium,False,,Client,2021-02-09,2026-10-04,ProviderA
ENT001412,Pending,Low,False,,Issuer,2022-08-22,2026-09-05,Manual Upload
ENT001836,Rejected,High,True,,Broker,2023-03-16,2024-03-29,KYC Platform
ENT002181,Unknown,InvalidRisk,Y,,Broker,2023-09-29,2024-08-05,KYC Platform
ENT000557,Rejected,High,Y,True,Unknown,2022-04-29,2027-03-11,ProviderA
ENT002599,Rejected,Medium,N,,Client,2021-08-06,2027-03-22,KYC Platform
ENT003095,Unknown,Low,Y,N,Issuer,2021-01-05,2027-01-18,KYC Platform
ENT001127,Approved,High,True,False,Supplier,2023-05-10,2026-06-16,ProviderA
ENT004210,Expired,High,,Y,Client,2020-03-28,2025-04-16,KYC Platform
ENT001685,Approved,Critical,True,N,Fund,2021-05-18,2025-05-11,ProviderA
ENT001833,Expired,High,,N,Issuer,2020-04-07,2026-11-01,ProviderA
ENT002155,Expired,Medium,Y,,Supplier,2021-03-02,2027-01-27,ProviderA
ENT002005,Rejected,Low,N,,Unknown,2022-06-23,2025-05-22,Manual Upload
ENT004411,Rejected,High,False,N,Supplier,2020-10-06,2025-06-13,ProviderA
ENT000095,Rejected,Medium,True,,Unknown,2022-03-18,2025-08-11,KYC Platform
ENT003989,Pending,Low,N,N,Fund,2023-03-16,2027-09-20,ProviderA
ENT001688,Approved,Medium,False,False,Supplier,2023-08-26,2026-11-11,KYC Platform
ENT003877,Rejected,Low,True,False,Broker,2023-05-24,2026-10-29,ProviderA
ENT001915,Approved,Low,False,True,Broker,2023-03-16,2024-05-26,Manual Upload
ENT000842,Rejected,Medium,False,True,Client,2020-03-11,2026-11-13,ProviderA
ENT001894,Pending,Low,False,N,Client,2023-11-07,2024-02-17,ProviderA
ENT000070,Unknown,Low,Y,False,Issuer,2020-05-24,2027-08-23,KYC Platform
ENT004801,Unknown,Medium,N,False,Fund,2022-10-08,2024-10-31,Manual Upload
ENT004753,Expired,Critical,Y,True,Client,2024-06-04,2025-10-31,KYC Platform
ENT004130,Unknown,High,Y,False,Broker,2021-07-13,2025-03-28,ProviderA
ENT003874,Expired,Medium,N,Y,Issuer,2023-01-12,2026-10-20,Manual Upload
ENT004221,Unknown,High,,True,Client,2023-03-13,2022-12-08,Manual Upload
ENT004644,Expired,Medium,True,True,Supplier,2024-09-02,2025-01-04,Manual Upload
ENT004924,Unknown,High,True,Y,Supplier,2023-06-10,2026-12-01,Manual Upload
ENT000257,Rejected,Medium,True,False,Broker,2023-12-09,2023-05-04,Manual Upload
ENT001852,Pending,High,False,,Unknown,2017-09-21,2025-09-30,Manual Upload
ENT001599,Pending,Low,True,Y,Broker,2024-05-29,2027-10-22,ProviderA
ENT000086,Unknown,High,True,,Issuer,2023-07-12,2024-11-25,ProviderA
ENT001340,Unknown,Low,N,True,Unknown,2023-02-14,2027-03-28,KYC Platform
ENT003055,Unknown,InvalidRisk,,,Unknown,2023-02-15,2026-05-04,ProviderA
ENT004256,Unknown,InvalidRisk,N,True,Issuer,2023-10-16,2025-04-04,ProviderA
ENT001311,Expired,Low,False,True,Issuer,2022-11-07,2026-01-13,Manual Upload
ENT002943,Rejected,High,,True,Client,2022-07-29,2027-03-26,KYC Platform
ENT003756,Approved,Medium,,,Client,2024-11-24,2027-09-12,ProviderA
ENT003936,Pending,Low,True,Y,Fund,2022-01-13,2025-03-18,Manual Upload
ENT002153,Unknown,Medium,N,,Supplier,2021-04-25,2026-05-28,Manual Upload
ENT002763,Unknown,Low,N,Y,Fund,2023-02-09,2026-04-18,Manual Upload
ENT003967,Approved,Low,,,Issuer,2022-11-19,2024-01-07,ProviderA
ENT003644,Rejected,Medium,Y,N,Unknown,2024-12-20,2026-04-13,KYC Platform
ENT004405,Rejected,Critical,False,,Broker,2020-04-12,2027-07-18,ProviderA
ENT004327,Approved,Medium,,N,Client,2022-10-13,2024-05-16,KYC Platform
ENT002017,Expired,InvalidRisk,True,N,Client,2023-11-16,2026-03-28,ProviderA
ENT000428,Pending,Low,Y,,Client,2023-04-13,2024-11-15,Manual Upload
ENT000251,Expired,Medium,Y,N,Supplier,2020-04-27,2027-09-02,ProviderA
ENT000112,Expired,Medium,Y,False,Broker,2022-10-21,2025-05-14,ProviderA
ENT001585,Rejected,InvalidRisk,Y,N,Fund,2023-08-05,2026-11-03,ProviderA
ENT002796,Approved,Low,False,False,Fund,2023-10-31,2025-08-13,Manual Upload
ENT004419,Approved,High,True,N,Supplier,2024-05-10,2025-01-08,KYC Platform
ENT002762,Approved,High,True,False,Issuer,2018-05-02,2026-08-03,ProviderA
ENT000227,Rejected,High,False,True,Fund,2024-03-03,2027-10-26,KYC Platform
ENT000085,Unknown,Medium,N,,Fund,2022-08-25,2024-11-08,KYC Platform
ENT003711,Approved,High,,,Supplier,2021-10-25,2025-08-06,ProviderA
ENT000115,Approved,Medium,Y,,Issuer,2023-05-23,2025-02-18,KYC Platform
ENT002024,Expired,Medium,False,True,Unknown,2020-07-18,2025-08-15,ProviderA
ENT003120,Expired,Medium,Y,N,Client,2022-06-11,2024-11-17,KYC Platform
ENT001656,Approved,Low,Y,True,Unknown,2023-12-30,2025-12-20,Manual Upload
ENT001091,Unknown,High,,Y,Issuer,2018-12-22,2025-11-22,Manual Upload
ENT002984,Unknown,Medium,,False,Fund,2022-03-21,2025-06-20,ProviderA
ENT001792,Rejected,Low,False,False,Issuer,2021-01-12,2021-10-22,Manual Upload
ENT000068,Approved,Low,N,True,Fund,2021-07-12,2027-05-31,ProviderA
ENT004086,Unknown,High,Y,True,Client,2021-07-29,2026-04-05,ProviderA
ENT000834,Expired,Medium,False,True,Broker,2024-11-21,2024-06-29,Manual Upload
ENT003550,Expired,Low,,,Client,2024-05-24,2027-08-08,Manual Upload
ENT002863,Pending,High,True,Y,Broker,2017-07-20,2026-09-10,ProviderA
ENT000179,Unknown,Low,False,Y,Issuer,2020-12-07,2026-04-26,ProviderA
ENT000420,Unknown,Low,,Y,Client,2024-06-26,2024-04-20,ProviderA
ENT001668,Rejected,High,False,,Broker,2022-04-24,2024-09-20,Manual Upload
ENT_KYC_ORPHAN_60,Pending,Low,True,N,Fund,2022-12-14,2024-03-16,Manual Upload
ENT001289,Rejected,Medium,Y,N,Supplier,2020-09-13,2027-06-30,Manual Upload
ENT004631,Expired,High,,Y,Issuer,2017-06-25,2024-10-30,KYC Platform
ENT000342,Pending,Low,Y,N,Supplier,2024-03-08,2026-01-11,ProviderA
ENT000807,Rejected,Low,N,,Fund,2020-01-27,2024-09-23,KYC Platform
ENT001317,Unknown,Low,,Y,Unknown,2023-02-06,2024-07-31,KYC Platform
ENT001120,Pending,High,Y,Y,Fund,2022-11-05,2026-02-23,ProviderA
ENT001382,Approved,High,N,,Supplier,2022-08-11,2024-10-23,ProviderA
ENT003399,Expired,Critical,N,True,Client,2024-01-15,2025-04-03,KYC Platform
ENT003831,Pending,High,,False,Issuer,2023-12-22,2026-09-24,KYC Platform
ENT002314,Approved,Medium,N,Y,Supplier,2021-07-20,2024-06-17,KYC Platform
ENT000274,Expired,Low,False,N,Unknown,2024-06-24,2026-09-12,KYC Platform
ENT003450,Approved,High,Y,N,Broker,2020-01-04,2021-02-27,Manual Upload
ENT004296,Unknown,Critical,Y,True,Broker,2018-09-04,2026-04-25,KYC Platform
ENT001517,Unknown,Medium,Y,True,Supplier,2024-04-06,2025-10-30,ProviderA
ENT003050,Expired,Low,N,False,Issuer,2022-11-16,2025-08-10,Manual Upload
ENT003562,Expired,Critical,False,False,Supplier,2018-11-22,2024-08-27,KYC Platform
ENT002337,Rejected,Low,Y,N,Unknown,2023-03-19,2025-06-17,Manual Upload
ENT003953,Expired,Low,False,Y,Supplier,2023-04-03,2027-01-16,Manual Upload
ENT001963,Expired,Low,True,False,Client,2022-12-03,2025-11-28,Manual Upload
ENT001508,Expired,Medium,True,,Fund,2023-04-20,2027-10-27,Manual Upload
ENT000142,Expired,High,True,N,Broker,2023-05-17,2025-01-30,KYC Platform
ENT004684,Pending,Low,True,N,Client,2022-08-04,2024-04-16,KYC Platform
ENT004792,Expired,Medium,Y,False,Client,2023-04-12,2027-05-06,ProviderA
ENT000449,Unknown,High,True,,Supplier,2021-08-26,2024-09-09,KYC Platform
ENT001336,Rejected,High,,False,Client,2020-10-14,2025-03-21,KYC Platform
ENT000543,Expired,High,True,N,Client,2023-01-14,2025-01-24,ProviderA
ENT002688,Rejected,InvalidRisk,True,,Unknown,2024-01-05,2024-04-07,Manual Upload
ENT003926,Pending,High,Y,Y,Supplier,2022-03-23,2027-12-23,ProviderA
ENT001830,Approved,Low,True,True,Broker,2024-08-21,2027-10-19,ProviderA
ENT002708,Rejected,High,Y,,Issuer,2021-08-16,2024-04-09,KYC Platform
ENT001831,Rejected,High,Y,,Broker,2020-03-07,2027-10-05,Manual Upload
ENT004432,Pending,Low,Y,N,Broker,2023-04-18,2026-06-18,KYC Platform
ENT002523,Pending,Medium,False,,Issuer,2023-01-21,2025-01-04,ProviderA
ENT002960,Approved,High,,True,Supplier,2022-08-19,2027-09-12,KYC Platform
ENT001458,Pending,Medium,False,True,Supplier,2020-01-08,2027-01-28,KYC Platform
ENT001856,Rejected,Low,False,,Broker,2021-01-06,2025-12-17,Manual Upload
ENT001593,Approved,Low,N,True,Client,2021-01-07,2027-09-21,KYC Platform
ENT002891,Rejected,InvalidRisk,Y,Y,Supplier,2022-04-01,2026-03-03,KYC Platform
ENT003469,Rejected,Low,Y,N,Client,2020-09-23,2024-12-15,Manual Upload
ENT002927,Approved,Medium,True,True,Fund,2024-12-13,2023-09-27,Manual Upload
ENT002669,Unknown,Low,Y,N,Broker,2020-06-09,2025-09-11,KYC Platform
ENT004879,Approved,Critical,N,True,Broker,2020-11-08,2024-08-23,ProviderA
ENT002447,Pending,Medium,False,False,Fund,2022-10-22,2024-03-14,ProviderA
ENT004622,Expired,Medium,True,N,Broker,2023-09-01,2025-08-11,ProviderA
ENT000009,Pending,InvalidRisk,Y,Y,Fund,2024-01-22,2025-02-10,Manual Upload
ENT001690,Pending,Low,False,,Issuer,2023-12-20,2024-10-20,Manual Upload
ENT003650,Unknown,Low,True,,Unknown,2021-12-10,2022-07-10,ProviderA
ENT000133,Expired,Low,N,True,Fund,2024-01-16,2026-11-07,Manual Upload
ENT001284,Approved,Medium,,True,Issuer,2020-01-14,2024-07-21,KYC Platform
ENT001471,Expired,Low,,False,Unknown,2023-12-07,2024-06-16,KYC Platform
ENT000391,Expired,High,False,Y,Unknown,2024-05-28,2024-10-10,ProviderA
ENT001014,Pending,Low,N,N,Client,2022-11-07,2024-04-30,KYC Platform
ENT002045,Rejected,Medium,Y,True,Fund,2020-09-10,2025-03-01,ProviderA
ENT001442,Rejected,Medium,True,False,Fund,2021-11-04,2027-08-04,KYC Platform
ENT000314,Approved,Medium,Y,True,Supplier,2023-07-27,2025-02-27,ProviderA
ENT001702,Approved,Low,True,True,Broker,2021-06-16,2026-02-15,ProviderA
ENT000754,Expired,InvalidRisk,True,True,Issuer,2020-11-23,2027-11-23,KYC Platform
ENT002139,Approved,Medium,False,False,Client,2024-10-30,2027-03-13,Manual Upload
ENT003753,Rejected,Low,True,Y,Unknown,2022-06-21,2025-05-27,KYC Platform
ENT002253,Expired,High,,Y,Supplier,2021-01-09,2026-12-24,ProviderA
ENT000914,Unknown,Medium,N,Y,Issuer,2022-04-01,2025-10-20,ProviderA
ENT003379,Approved,High,,N,Fund,2022-01-22,2027-08-13,Manual Upload
ENT002907,Expired,High,Y,Y,Unknown,2018-10-05,2024-12-21,ProviderA
ENT004314,Expired,Medium,,True,Fund,2024-07-10,2025-02-15,ProviderA
ENT001271,Rejected,Low,,,Fund,2023-06-10,2026-11-04,Manual Upload
ENT001607,Pending,Medium,Y,True,Client,2022-05-28,2025-09-26,ProviderA
ENT001819,Rejected,Low,False,N,Broker,2020-04-18,2027-04-05,KYC Platform
ENT001980,Pending,Medium,Y,Y,Fund,2021-12-05,2024-09-15,Manual Upload
ENT004047,Pending,Low,True,False,Unknown,2022-06-10,2024-06-02,ProviderA
ENT003280,Approved,Medium,Y,False,Unknown,2021-07-26,2020-09-04,KYC Platform
ENT003177,Expired,High,Y,N,Unknown,2023-09-07,2025-10-30,ProviderA
ENT003963,Pending,Low,,True,Issuer,2024-03-07,2025-12-18,ProviderA
ENT003797,Pending,Low,N,True,Broker,2023-11-20,2025-02-09,ProviderA
ENT004172,Unknown,Medium,True,False,Client,2022-09-03,2027-05-22,Manual Upload
ENT001972,Approved,Low,False,Y,Supplier,2023-09-12,2026-03-05,Manual Upload
ENT003767,Approved,Medium,Y,False,Supplier,2024-10-21,2027-04-19,Manual Upload
ENT004527,Pending,High,,Y,Unknown,2023-05-22,2025-01-15,Manual Upload
ENT000006,Pending,High,N,Y,Fund,2023-12-01,2027-08-10,KYC Platform
ENT004152,Approved,High,,,Supplier,2022-10-10,2026-08-07,Manual Upload
ENT003110,Expired,Medium,False,Y,Broker,2023-02-07,2025-12-24,KYC Platform
ENT002256,Unknown,Medium,False,Y,Unknown,2022-09-12,2024-10-24,Manual Upload
ENT001844,Unknown,Critical,,,Unknown,2020-09-02,2027-09-02,ProviderA
ENT004310,Pending,Low,N,N,Issuer,2020-01-22,2026-06-27,ProviderA
ENT002662,Rejected,Medium,False,Y,Fund,2023-07-18,2026-05-10,ProviderA
ENT002496,Pending,Critical,Y,,Supplier,2023-07-07,2025-06-03,Manual Upload
ENT002777,Pending,Low,,Y,Supplier,2021-06-28,2025-11-09,KYC Platform
ENT002664,Expired,Medium,True,True,Client,2020-10-09,2024-11-24,ProviderA
ENT001154,Approved,Critical,,N,Supplier,2021-09-03,2025-01-28,KYC Platform
ENT004473,Expired,Low,N,,Broker,2023-07-29,2027-05-17,KYC Platform
ENT000520,Unknown,Medium,True,N,Supplier,2020-06-06,2020-09-06,Manual Upload
ENT004068,Rejected,Low,False,N,Issuer,2020-10-15,2020-03-15,KYC Platform
ENT003248,Expired,High,Y,True,Issuer,2020-03-01,2027-02-11,Manual Upload
ENT003216,Pending,Low,N,,Issuer,2024-10-01,2021-10-11,Manual Upload
ENT001938,Rejected,Medium,False,N,Supplier,2020-05-29,2027-02-11,KYC Platform
ENT002115,Approved,Medium,,N,Unknown,2023-08-03,2024-08-12,Manual Upload
ENT004643,Approved,Critical,True,Y,Supplier,2022-12-01,2027-10-20,KYC Platform
ENT002288,Rejected,Low,N,True,Fund,2020-11-02,2024-07-10,Manual Upload
ENT004352,Expired,Low,Y,False,Fund,2024-07-11,2025-05-14,ProviderA
ENT002308,Unknown,Medium,True,,Supplier,2020-11-26,2025-05-27,KYC Platform
ENT004287,Expired,Low,Y,N,Unknown,2022-03-15,2021-02-24,ProviderA
ENT004094,Unknown,Medium,False,Y,Fund,2023-01-29,2026-07-04,ProviderA
ENT000303,Expired,Medium,Y,,Broker,2024-04-10,2026-05-30,Manual Upload
ENT004063,Pending,High,N,True,Issuer,2023-11-15,2025-10-12,Manual Upload
ENT002503,Unknown,Medium,Y,Y,Fund,2024-01-25,2026-12-27,KYC Platform
ENT002488,Expired,InvalidRisk,,,Issuer,2024-06-05,2027-09-24,Manual Upload
ENT003185,Rejected,High,False,N,Supplier,2024-12-13,2027-11-28,ProviderA
ENT001439,Unknown,Medium,,,Fund,2020-05-04,2024-06-17,KYC Platform
ENT000159,Approved,Medium,N,Y,Fund,2024-06-20,2025-10-23,Manual Upload
ENT002150,Approved,Low,True,True,Unknown,2023-07-21,2024-05-07,ProviderA
ENT004485,Expired,High,True,Y,Client,2020-08-24,2025-08-24,Manual Upload
ENT000154,Rejected,Low,True,Y,Fund,2023-01-29,2024-04-13,KYC Platform
ENT001111,Approved,InvalidRisk,True,True,Unknown,2023-10-08,2026-01-04,KYC Platform
ENT002641,Expired,Low,True,,Supplier,2021-08-04,2026-06-18,Manual Upload
ENT002747,Pending,High,Y,N,Unknown,2022-06-25,2026-12-03,ProviderA
ENT004591,Rejected,Low,Y,,Issuer,2020-04-06,2024-10-06,KYC Platform
