entity_id,legal_name,normalized_name,country_code,registration_number,entity_type,sector,industry,status,incorporation_date,last_verified_date,source_system,created_at,updated_at
ENT002549,Falcon Group,FALCON,GB,GB-621015,Financial Institution,Real Estate,Retail,Active,1993-08-21,2022-05-07,ProviderB,2022-09-20,2025-01-30
ENT002550,Granite Group,GRANITE,US,US-633846,SPV,Healthcare,Banking,Unknown,1980-06-12,2022-03-17,ProviderB,2020-09-30,2023-04-09
ENT002551,Meridian Technologies,MERIDIAN TECHNOLOGIES,AE,AE-298511,Public Company,Technology,Retail,Merged,1980-05-01,2021-08-30,KYC Platform,2020-05-10,2024-02-19
ENT002552,Nova Energy,NOVA ENERGY,BR,BR-477930,Public Company,Real Estate,Banking,Merged,2000-05-06,2022-08-20,ProviderA,2020-11-09,2024-04-15
ENT002553,Atlas Industries,ATLAS INDUSTRIES,IE,IE-956378,Fund,Industrials,Oil & Gas,Active,2000-02-11,2019-07-25,ProviderA,2020-07-01,2023-03-02
ENT002554,Redwood Finance,REDWOOD FINANCE,DE,DE-230844,Private Company,Financials,Oil & Gas,Active,2012-07-27,2022-06-06,Issuer Feed,2023-04-24,2024-04-12
ENT002555,Helios Holdings,HELIOS,IE,IE-956151,Government Entity,Real Estate,Power Generation,Merged,2003-03-26,2024-03-16,ProviderA,2023-06-19,2023-02-03
ENT002556,Meridian Industries,MERIDIAN INDUSTRIES,IE,IE-345793,Private Company,Technology,Telecom Services,Dissolved,2014-07-11,2023-10-04,Internal Master,2023-04-16,2024-05-13
ENT002557,Union Limited,UNION,DE,DE-366150,Public Company,Healthcare,Retail,Inactive,1993-01-25,2024-03-10,Internal Master,2021-04-16,2023-06-24
ENT002558,Sterling Holdings,STERLING,BR,BR-112826,Private Company,Consumer Goods,Oil & Gas,Merged,1990-03-18,2023-04-17,ProviderA,2021-08-22,2025-01-12
ENT002559,Nova Energy,NOVA ENERGY,AE,AE-697310,SPV,Technology,Software,Dissolved,2003-09-27,2022-06-27,Internal Master,2021-08-11,2023-09-15
ENT002560,Silvergate Limited,SILVERGATE,GB,GB-387224,Financial Institution,Real Estate,Pharmaceuticals,Active,1984-08-24,2022-01-11,Internal Master,2020-08-31,2024-04-20
ENT002561,PrimeEdge Partners,PRIMEEDGE PARTNERS,AE,AE-513456,Financial Institution,Telecommunications,Mining,Active,2013-08-20,2022-02-14,Issuer Feed,2022-02-15,2024-04-25
ENT002562,Falcon Industries,FALCON INDUSTRIES,BR,BR-622682,Private Company,Consumer Goods,Power Generation,Unknown,1988-02-27,2020-11-19,KYC Platform,2022-05-29,2024-11-17
ENT002563,Atlas Investments,ATLAS INVESTMENTS,IN,IN-670773,Government Entity,Technology,Banking,Active,2020-04-05,2022-08-14,Internal Master,2020-12-01,2023-09-23
ENT002564,Nova Technologies,NOVA TECHNOLOGIES,FR,FR-960139,Public Company,Industrials,Banking,Active,2023-04-13,2022-08-15,ProviderA,2021-03-29,2023-10-10
ENT002565,Horizon Partners,HORIZON PARTNERS,BR,BR-600189,Private Company,Technology,Pharmaceuticals,Active,2003-08-25,2022-06-23,Issuer Feed,2022-02-11,2024-06-22
ENT002566,Helios Capital,HELIOS CAPITAL,AE,AE-260106,Financial Institution,Materials,Software,Active,1993-09-24,2024-09-07,Issuer Feed,2020-06-07,2023-02-15
ENT002567,Lagos Continental Limited,LAGOS CONTINENTAL,ZA,ZA-733166,Private Company,Utilities,Logistics,Merged,1994-11-25,2023-07-29,Manual Upload,2022-08-25,2024-03-12
ENT002568,Redwood Ltd,REDWOOD,GB,GB-149918,Financial Institution,Energy,Mining,Merged,2001-01-31,2024-07-27,ProviderA,2021-07-22,2023-10-24
ENT002569,Lagos Continental Industries,LAGOS CONTINENTAL INDUSTRIES,LU,LU-859213,Private Company,Consumer Goods,Oil & Gas,Active,1983-04-30,2024-09-18,Manual Upload,2023-03-11,2025-02-10
ENT002570,Atlas Finance,ATLAS FINANCE,JP,JP-366679,Public Company,Utilities,Retail,Active,2014-09-23,2023-06-21,ProviderB,2023-05-18,2024-02-25
ENT002571,Summit Limited,SUMMIT,DE,DE-750006,Private Company,Consumer Goods,Logistics,Active,1982-04-26,2021-05-14,ProviderA,2021-08-31,2024-08-31
ENT002572,Horizon Technologies,HORIZON TECHNOLOGIES,CH,CH-241117,Financial Institution,Energy,Telecom Services,Dissolved,1999-09-25,2024-11-11,KYC Platform,2021-08-04,2024-10-19
ENT002573,Horizon Investments,HORIZON INVESTMENTS,AU,AU-466027,Private Company,Energy,Retail,Active,2018-07-01,2022-11-30,Internal Master,2022-05-16,2023-04-26
ENT002574,Lagos Continental Corporation,LAGOS CONTINENTAL,NL,NL-725966,Government Entity,Utilities,Retail,Active,1983-11-05,2022-07-03,ProviderB,2020-03-07,2024-05-13
ENT002575,Summit Technologies,SUMMIT TECHNOLOGIES,DE,DE-659216,Private Company,Consumer Goods,Software,Active,2020-09-20,2022-08-28,ProviderB,2020-11-11,2024-06-20
ENT002576,Riverstone Partners,RIVERSTONE PARTNERS,LU,LU-105174,SPV,Consumer Goods,Mining,Active,2000-10-22,2021-05-09,KYC Platform,2020-07-16,2023-12-15
ENT002577,Nova Industries,NOVA INDUSTRIES,,FR-131168,Private Company,Technology,Software,Active,1998-08-17,2023-08-29,ProviderA,2021-04-11,2023-06-06
ENT002578,PrimeEdge Services,PRIMEEDGE SERVICES,SG,SG-982779,Private Company,Technology,Oil & Gas,Active,2011-05-20,2021-03-11,Internal Master,2022-09-06,2023-12-31
ENT002579,Granite Ltd,GRANITE,SG,SG-575963,SPV,Industrials,Banking,Active,2014-03-12,2023-11-19,ProviderB,2021-02-05,2023-02-10
ENT002580,Riverstone Services,RIVERSTONE SERVICES,HK,HK-870099,SPV,Consumer Goods,Banking,Active,2000-10-23,2024-05-02,Manual Upload,2022-05-07,2025-02-25
ENT002581,Summit Limited,SUMMIT,,NL-165437,Private Company,Industrials,Pharmaceuticals,Active,1983-08-28,2022-09-09,KYC Platform,2023-02-10,2023-03-12
ENT002582,Cedar Corporation,CEDAR,IN,IN-541603,Private Company,Real Estate,Private Equity,Active,1980-05-22,2022-07-15,KYC Platform,2023-01-13,2023-04-22
ENT002583,Helios Ltd,HELIOS,HK,HK-618677,Public Company,Energy,Oil & Gas,Active,2018-05-08,2023-09-11,KYC Platform,2022-05-21,2023-04-18
ENT002584,Redwood PLC,REDWOOD,HK,HK-928847,Financial Institution,Industrials,Banking,Inactive,2002-08-25,2024-06-10,KYC Platform,2022-07-27,2023-06-12
ENT002585,Helios Limited,HELIOS,JP,JP-739530,Fund,Technology,Retail,Active,2013-08-29,2021-05-20,ProviderA,2021-12-26,2023-05-26
ENT002586,Falcon Energy,FALCON ENERGY,HK,HK-665252,Government Entity,Financials,Retail,Merged,2021-05-18,2022-11-02,Manual Upload,2022-03-27,2024-05-08
ENT002587,Silvergate Group,SILVERGATE,LU,LU-364109,Fund,Industrials,Retail,Active,1986-08-14,2022-04-17,ProviderA,2023-07-29,2023-03-30
ENT002588,Sterling PLC,STERLING,LU,LU-994387,Government Entity,Financials,Banking,Inactive,2015-09-13,2021-01-17,KYC Platform,2022-02-19,2024-07-07
ENT002589,Sterling Energy,STERLING ENERGY,IE,IE-394886,Private Company,Healthcare,Software,Active,2009-02-01,2021-01-13,Manual Upload,2021-07-31,2023-11-18
ENT002590,Atlas Capital,ATLAS CAPITAL,N/A,NG-350475,Private Company,Telecommunications,Pharmaceuticals,Active,2029-07-27,2023-02-12,KYC Platform,2024-04-27,2023-11-08
ENT002591,Silvergate Investments,SILVERGATE INVESTMENTS,NG,NG-751358,Fund,Healthcare,Power Generation,Active,1998-09-24,2024-01-21,Manual Upload,2024-02-14,2024-02-07
ENT002592,Falcon Services,FALCON SERVICES,AU,AU-997214,Public Company,Telecommunications,Telecom Services,Active,2013-12-09,2023-05-19,ProviderA,2023-11-16,2023-01-26
ENT002593,Frontier Industries,FRONTIER INDUSTRIES,CA,CA-871172,Public Company,Technology,Private Equity,Active,1986-02-28,2021-12-30,KYC Platform,2023-09-09,2024-01-30
ENT002594,Silvergate Ltd,SILVERGATE,AU,AU-262222,Fund,Industrials,Retail,Inactive,2002-04-04,2022-10-22,Internal Master,2021-09-20,2024-02-16
ENT002595,PrimeEdge Group,PRIMEEDGE,HK,HK-833844,Financial Institution,Real Estate,Logistics,Active,2011-10-10,2018-01-24,KYC Platform,2024-04-24,2024-08-14
ENT002596,Redwood Services,REDWOOD SERVICES,IE,IE-418076,Fund,Technology,Retail,Unknown,2003-09-20,2024-05-09,ProviderA,2022-12-08,2023-04-24
ENT002597,Albion Ltd,ALBION,BR,BR-299784,Public Company,Consumer Goods,Pharmaceuticals,Active,1999-09-15,2021-06-25,KYC Platform,2024-01-02,2023-02-10
ENT002598,Summit Capital,SUMMIT CAPITAL,CA,CA-941790,,Utilities,Oil & Gas,Active,2002-11-27,2023-07-30,ProviderA,2020-02-03,2023-02-14
ENT002599,Granite Finance,GRANITE FINANCE,AE,AE-954840,Public Company,Healthcare,Retail,Merged,2002-07-04,2023-07-02,Internal Master,2020-06-24,2025-01-26
ENT002600,Oakwell Finance,OAKWELL FINANCE,LU,LU-433487,Private Company,Healthcare,Software,Active,2015-05-12,2022-06-17,Manual Upload,2020-02-04,2023-09-30
ENT002601,Crestline Capital,CRESTLINE CAPITAL,AU,AU-123581,Financial Institution,Telecommunications,Software,Active,2016-02-13,2022-06-17,Manual Upload,2024-06-25,2023-07-06
ENT002602,PrimeEdge Industries,PRIMEEDGE INDUSTRIES,DE,,SPV,Financials,Power Generation,Active,2020-05-31,2023-11-17,ProviderA,2021-06-07,2023-04-18
ENT002603,Meridian Energy,MERIDIAN ENERGY,HK,HK-587099,Financial Institution,Technology,Banking,Inactive,1983-03-05,2024-09-27,ProviderA,2020-03-05,2023-07-22
ENT002604,Greenfield Investments,GREENFIELD INVESTMENTS,ZA,ZA-153538,Government Entity,Industrials,Banking,Active,1994-01-21,2015-03-13,Internal Master,2023-05-24,2023-12-13
ENT002605,Albion Limited,ALBION,JP,JP-304442,Fund,Technology,Pharmaceuticals,Active,2018-07-29,2024-09-16,Issuer Feed,2023-07-23,2025-02-04
ENT002606,Atlas PLC,ATLAS,NL,NL-234062,Private Company,Consumer Goods,Retail,Closed?,2008-03-29,2024-05-10,Manual Upload,2024-02-28,2024-08-23
ENT002607,Lagos Continental Partners,LAGOS CONTINENTAL PARTNERS,CH,CH-956890,Private Company,Telecommunications,Private Equity,Active,1996-07-30,2021-03-18,ProviderA,2022-08-08,2024-11-02
ENT002608,PrimeEdge Holdings,PRIMEEDGE,NG,NG-419700,Financial Institution,Materials,Retail,Active,2007-08-25,2022-02-14,ProviderB,2023-01-26,2023-02-07
ENT002609,Frontier Industries,FRONTIER INDUSTRIES,SG,SG-442054,Financial Institution,Telecommunications,Software,Active,2000-05-17,2022-10-07,Issuer Feed,2022-10-11,2024-03-29
ENT002610,Korefield Group,KOREFIELD,BR,BR-479108,Private Company,Consumer Goods,Pharmaceuticals,Merged,2019-01-18,2023-09-01,ProviderB,2023-03-05,2024-01-30
ENT002611,Cedar Services,CEDAR SERVICES,JP,JP-111726,Private Company,Utilities,Pharmaceuticals,Active,2004-07-21,2021-11-28,Issuer Feed,2022-04-29,2023-06-04
ENT002612,Granite Corporation,GRANITE,GB,GB-588205,Private Company,Technology,Pharmaceuticals,Active,1999-09-04,2022-08-30,Issuer Feed,2020-02-22,2024-01-28
ENT002613,Meridian Energy,MERIDIAN ENERGY,GB,GB-921220,Private Company,Industrials,Telecom Services,Unknown,1988-05-13,2021-05-16,Issuer Feed,2020-10-01,2024-04-06
ENT002614,Cedar Investments,CEDAR INVESTMENTS,IN,IN-832228,Financial Institution,Real Estate,Power Generation,Unknown,2013-11-28,2021-05-28,Issuer Feed,2024-03-07,2023-01-02
ENT002615,Atlas Holdings,ATLAS,ZA,ZA-325640,Public Company,Energy,Power Generation,Active,1988-12-07,2022-09-28,ProviderB,2020-03-20,2025-02-13
ENT002616,Riverstone Energy,RIVERSTONE ENERGY,JP,JP-112073,Private Company,Technology,Pharmaceuticals,Active,1981-01-16,2023-07-09,ProviderB,2020-05-22,2024-08-05
ENT002617,Cedar PLC,CEDAR,GB,,Financial Institution,Technology,Software,Active,1982-04-04,2022-10-23,KYC Platform,2023-08-07,2024-12-31
ENT002618,Summit Services,SUMMIT SERVICES,SG,SG-857003,Private Company,Materials,Banking,Unknown,1982-11-28,2022-07-14,Internal Master,2024-04-03,2023-03-12
ENT002619,Meridian Corporation,MERIDIAN,US,US-929564,Private Company,Healthcare,Power Generation,Active,1984-06-06,2022-12-29,KYC Platform,2022-01-03,2023-02-17
ENT002620,Westbridge Services,WESTBRIDGE SERVICES,IN,IN-619523,Private Company,Healthcare,Mining,Active,1982-03-25,2023-07-16,Internal Master,2020-08-20,2025-01-05
ENT002621,Helios Services,HELIOS SERVICES,JP,JP-526165,Public Company,Real Estate,Banking,Active,1993-04-02,2016-06-14,Issuer Feed,2022-08-24,2025-01-06
ENT002622,Westbridge Finance,WESTBRIDGE FINANCE,,NG-780829,Private Company,Materials,Oil & Gas,Active,2022-04-09,2023-02-28,KYC Platform,2020-02-24,2024-05-19
ENT002623,Helios Holdings,HELIOS,CA,CA-721344,Public Company,Financials,Software,Active,1984-07-06,2021-05-15,ProviderB,2021-08-14,2023-06-08
ENT002624,Oakwell Finance,OAKWELL FINANCE,JP,JP-781280,Public Company,Real Estate,Power Generation,Inactive,2018-04-29,2021-03-02,ProviderA,2022-07-14,2023-08-16
ENT002625,Westbridge Technologies,WESTBRIDGE TECHNOLOGIES,US,US-355930,Private Company,Utilities,Software,Active,2015-08-09,2022-05-17,KYC Platform,2023-12-16,2024-09-18
ENT002626,Riverstone Capital,RIVERSTONE CAPITAL,,LU-912881,Private Company,Real Estate,Banking,Active,1995-12-05,2021-10-27,KYC Platform,2020-07-05,2024-12-31
ENT002627,Greenfield Technologies,GREENFIELD TECHNOLOGIES,JP,JP-133458,Public Company,Financials,Pharmaceuticals,Merged,1982-04-27,2023-02-24,Issuer Feed,2022-09-23,2024-06-13
ENT002628,Helios Group,HELIOS,NG,NG-184042,Financial Institution,Financials,Pharmaceuticals,Active,1996-03-18,2018-01-20,Manual Upload,2020-02-17,2023-11-12
ENT002629,Korefield Group,KOREFIELD,NG,NG-689291,Public Company,Healthcare,Pharmaceuticals,Active,2006-06-20,2022-01-04,ProviderA,2023-01-01,2024-10-10
ENT002630,Horizon Holdings,HORIZON,IN,IN-614363,Private Company,Real Estate,Retail,Active,2013-04-30,2022-11-15,Internal Master,2020-02-29,2023-07-25
ENT002631,Union Ltd,UNION,US,US-598651,Financial Institution,Industrials,Software,Inactive,1986-03-28,2021-11-16,KYC Platform,2023-04-27,2023-04-12
ENT002632,Oakwell Energy,OAKWELL ENERGY,NL,NL-918125,UnknownType,Utilities,Banking,Active,1993-04-04,2022-11-13,Internal Master,2024-06-06,2023-10-31
ENT002633,PrimeEdge Services,PRIMEEDGE SERVICES,GB,GB-883770,Private Company,Technology,Oil & Gas,Inactive,2006-06-18,2022-07-07,Internal Master,2021-04-26,2024-01-04
ENT002634,Meridian Partners,MERIDIAN PARTNERS,NL,NL-747284,Financial Institution,Healthcare,Power Generation,Active,2011-06-19,2021-01-04,ProviderA,2023-05-28,2024-04-27
ENT002635,Greenfield Technologies,GREENFIELD TECHNOLOGIES,SG,SG-248216,Private Company,Real Estate,Telecom Services,Active,1993-09-05,2023-08-30,Issuer Feed,2022-05-26,2024-06-27
ENT002636,BluePeak Energy,BLUEPEAK ENERGY,IN,IN-186926,Private Company,Industrials,Software,Active,2016-03-08,2022-03-19,Internal Master,2024-02-16,2024-07-24
ENT002637,Nova Energy,NOVA ENERGY,JP,JP-225759,SPV,Utilities,Mining,Active,2015-04-12,2023-12-29,ProviderB,2022-08-20,2023-06-11
ENT002638,Falcon PLC,FALCON,ZA,ZA-652567,Company?,Telecommunications,Retail,Active,1995-11-06,2023-09-06,Internal Master,2023-08-11,2024-06-06
ENT002639,Nova Corporation,NOVA,IE,IE-741521,Private Company,Energy,Power Generation,Inactive,2003-08-02,2021-10-13,Manual Upload,2020-09-21,2023-02-05
ENT002640,Summit PLC,SUMMIT,CH,CH-819892,Public Company,Materials,Power Generation,Active,2001-01-08,2024-07-19,Issuer Feed,2021-02-23,2024-12-27
ENT002641,Greenfield Investments,GREENFIELD INVESTMENTS,LU,LU-192805,Public Company,Materials,Pharmaceuticals,Active,2009-06-04,2021-02-02,Internal Master,2021-12-23,2023-12-15
ENT002642,PrimeEdge Investments,PRIMEEDGE INVESTMENTS,FR,FR-347375,Government Entity,Utilities,Retail,Unknown,1994-03-06,2015-11-19,ProviderA,2024-01-23,2025-01-24
ENT002643,Union Partners,UNION PARTNERS,FR,FR-404224,Private Company,Industrials,Retail,Active,1994-07-02,2024-03-18,ProviderB,2022-11-11,2024-11-15
ENT002644,Cedar Services,CEDAR SERVICES,SG,SG-669243,Public Company,Industrials,Logistics,Active,1998-08-14,2023-03-01,ProviderB,2020-12-14,2023-06-05
ENT002645,Nova Group,NOVA,BR,BR-141904,Private Company,Technology,Telecom Services,Active,2029-11-12,2023-03-26,ProviderA,2023-12-25,2023-03-29
ENT002646,PrimeEdge Services,PRIMEEDGE SERVICES,JP,JP-856370,Financial Institution,Telecommunications,Pharmaceuticals,Active,2005-07-20,2022-11-19,ProviderB,2022-10-12,2024-12-20
ENT002647,Helios Investments,HELIOS INVESTMENTS,CA,CA-172538,Public Company,Healthcare,Banking,Unknown,2022-02-25,2021-03-29,Manual Upload,2021-11-18,2024-01-23
ENT002648,Granite Corporation,GRANITE,GB,GB-571479,Public Company,Energy,Banking,Unknown,1995-05-20,2023-09-19,ProviderA,2021-09-22,2023-03-26
ENT002649,Northbridge Industries,NORTHBRIDGE INDUSTRIES,CH,CH-939597,Private Company,Financials,Logistics,Active,2000-06-02,2024-10-24,Internal Master,2023-02-22,2024-04-25
ENT002650,BluePeak Corporation,BLUEPEAK,CH,CH-274768,Fund,Industrials,Mining,Unknown,1987-04-18,2024-03-12,ProviderB,2023-12-18,2025-01-24
ENT002651,Korefield Finance,KOREFIELD FINANCE,SG,SG-718564,Private Company,Real Estate,Software,Active,2001-10-31,2021-03-27,ProviderB,2022-04-03,2024-04-19
ENT002652,BluePeak Capital,BLUEPEAK CAPITAL,DE,DE-594713,Financial Institution,Utilities,Retail,Unknown,2001-12-21,2021-11-19,ProviderA,2023-10-17,2023-07-24
ENT002653,Sterling Corporation,STERLING,JP,JP-837885,Public Company,Real Estate,Oil & Gas,Merged,1981-01-28,2024-05-01,Internal Master,2023-03-07,2023-09-23
ENT002654,Summit Investments,SUMMIT INVESTMENTS,JP,JP-629202,Private Company,Telecommunications,Telecom Services,Active,2001-02-02,2023-11-10,Internal Master,2020-05-01,2023-07-29
ENT002655,Korefield Energy,KOREFIELD ENERGY,BR,BR-863400,Private Company,Real Estate,Oil & Gas,Active,1987-03-14,2022-06-20,Issuer Feed,2023-07-19,2024-02-29
ENT002656,Westbridge Services,WESTBRIDGE SERVICES,CH,CH-462567,Private Company,Utilities,Logistics,Inactive,2014-12-14,2021-12-23,Internal Master,2022-07-09,2023-11-29
ENT002657,Sterling Capital,STERLING CAPITAL,FR,FR-247547,Private Company,Real Estate,Private Equity,Active,2003-10-26,2022-11-07,ProviderA,2022-05-21,2023-09-28
ENT002658,Crestline Technologies,CRESTLINE TECHNOLOGIES,AE,AE-711654,Government Entity,Consumer Goods,Pharmaceuticals,Active,1993-05-19,2021-02-16,Issuer Feed,2022-10-03,2023-05-24
ENT002659,Meridian Ltd,MERIDIAN,GB,GB-970898,Private Company,Financials,Mining,Active,1980-02-12,2021-05-11,KYC Platform,2020-04-10,2023-01-23
ENT002660,Frontier Holdings,FRONTIER,FR,FR-489999,SPV,Healthcare,Banking,Active,2005-02-13,2021-04-20,Internal Master,2024-01-30,2024-10-15
ENT002661,Cedar Corporation,CEDAR,ZZZ,ZA-837980,Public Company,Real Estate,Banking,Active,2010-12-25,2024-04-20,ProviderA,2023-12-08,2024-09-25
ENT002662,Greenfield Capital,GREENFIELD CAPITAL,AE,AE-889663,Private Company,Utilities,Oil & Gas,Active,1998-08-29,2021-03-09,ProviderB,2024-06-27,2023-04-09
ENT002663,Westbridge Capital,WESTBRIDGE CAPITAL,GB,GB-680977,Private Company,Financials,Software,Inactive,2019-11-02,2023-03-19,ProviderB,2022-09-13,2023-06-29
ENT002664,Oakwell Holdings,OAKWELL,LU,,Private Company,Financials,Logistics,Active,1988-08-19,2022-02-14,Manual Upload,2021-01-28,2023-12-13
ENT002665,BluePeak Energy,BLUEPEAK ENERGY,FR,FR-606698,Public Company,Telecommunications,Mining,Active,2013-03-13,2024-01-11,Internal Master,2022-09-13,2024-04-15
ENT002666,Oakwell Corporation,OAKWELL,NL,NL-824293,Financial Institution,Materials,Software,Active,2001-10-22,2021-07-05,Internal Master,2021-04-07,2024-12-16
ENT002667,Summit Services,SUMMIT SERVICES,ZA,ZA-402572,Financial Institution,Utilities,Pharmaceuticals,Active,1993-10-27,2024-08-22,KYC Platform,2022-04-16,2024-07-04
ENT002668,Falcon Limited,FALCON,ZA,ZA-573468,Government Entity,Materials,Banking,Active,1992-09-05,2021-05-05,Manual Upload,2023-08-08,2024-05-16
ENT002669,Redwood Partners,REDWOOD PARTNERS,JP,JP-170025,Financial Institution,Financials,Power Generation,Active,1999-10-16,2024-05-21,Internal Master,2020-10-12,2024-08-09
ENT002670,Summit Energy,SUMMIT ENERGY,BR,BR-276712,Public Company,Real Estate,Retail,Active,1983-07-18,2017-07-12,Issuer Feed,2022-01-16,2024-04-24
ENT002671,Cedar Partners,CEDAR PARTNERS,JP,JP-621200,Private Company,Energy,Banking,Active,2008-08-18,2021-02-13,Manual Upload,2022-03-09,2025-01-03
ENT002672,Oakwell Energy,OAKWELL ENERGY,SG,SG-751978,Private Company,Real Estate,Logistics,Active,1997-12-26,2021-02-25,ProviderB,2024-03-06,2025-02-23
ENT002673,Cedar Capital,CEDAR CAPITAL,FR,FR-126799,Financial Institution,Materials,Software,Active,2030-10-29,2024-02-15,ProviderB,2022-05-31,2023-12-23
ENT002674,Albion Energy,ALBION ENERGY,AE,AE-162029,Private Company,Consumer Goods,Logistics,Merged,2002-09-01,2020-01-10,Manual Upload,2021-07-13,2023-01-18
ENT002675,Cedar Partners,CEDAR PARTNERS,CH,CH-105731,Private Company,Consumer Goods,Software,Active,2023-01-03,2022-09-01,KYC Platform,2021-09-22,2025-02-23
ENT002676,Sterling Technologies,STERLING TECHNOLOGIES,SG,SG-565816,Fund,Industrials,Power Generation,Dissolved,1983-08-20,2024-04-17,KYC Platform,2021-05-13,2023-09-10
ENT002677,Riverstone Energy,RIVERSTONE ENERGY,ZA,ZA-401712,Public Company,Consumer Goods,Banking,Active,2001-09-09,2022-01-18,ProviderA,2020-09-01,2023-07-31
ENT002678,Frontier Corporation,FRONTIER,NG,NG-147681,SPV,Real Estate,Retail,Active,2003-08-06,2023-03-21,Manual Upload,2023-03-12,2023-04-09
ENT002679,Greenfield Investments,GREENFIELD INVESTMENTS,CH,CH-814251,Private Company,Technology,Power Generation,Active,1990-12-24,2022-03-13,ProviderA,2023-06-05,2024-08-24
ENT002680,Korefield Group,KOREFIELD,IN,IN-575576,Fund,Technology,Banking,Active,2009-07-31,2021-04-05,ProviderB,2020-11-22,2023-05-26
ENT002681,Horizon Corporation,HORIZON,NL,NL-109025,Financial Institution,Materials,Mining,Active,1995-12-08,2024-12-22,Manual Upload,2022-01-19,2025-01-30
ENT002682,Oakwell Corporation,OAKWELL,JP,JP-717329,Fund,Real Estate,Power Generation,Inactive,2013-08-04,2022-07-02,KYC Platform,2023-05-21,2023-06-20
ENT002683,Nova PLC,NOVA,LU,LU-920291,Private Company,Consumer Goods,Software,Inactive,2020-08-01,2024-05-22,Issuer Feed,2023-02-24,2023-02-27
ENT002684,Atlas Partners,ATLAS PARTNERS,HK,HK-477278,Public Company,Technology,Logistics,Active,2007-11-02,2022-09-20,Manual Upload,2020-05-11,2024-05-09
ENT002685,Horizon Holdings,HORIZON,GB,GB-954682,Public Company,Materials,Telecom Services,Unknown,2011-08-03,2024-06-20,KYC Platform,2020-03-18,2023-06-12
ENT002686,Frontier Investments,FRONTIER INVESTMENTS,JP,JP-475212,Public Company,Real Estate,Retail,Active,2018-01-09,2021-09-09,Internal Master,2020-04-26,2023-08-03
ENT002687,Summit Holdings,SUMMIT,SG,SG-169695,Private Company,Healthcare,Power Generation,Active,2023-02-22,2023-03-01,Issuer Feed,2022-04-08,2023-03-25
ENT002688,Redwood Industries,REDWOOD INDUSTRIES,ZA,ZA-210514,Private Company,Consumer Goods,Private Equity,Merged,2011-11-10,2022-06-29,KYC Platform,2024-02-09,2024-06-08
ENT002689,BluePeak Holdings,BLUEPEAK,AE,,Private Company,Industrials,Pharmaceuticals,Active,2020-03-02,2024-12-21,ProviderA,2020-05-01,2023-06-23
ENT002690,Albion Technologies,ALBION TECHNOLOGIES,CA,CA-371664,Private Company,Real Estate,Oil & Gas,Active,2022-06-23,2017-12-02,Internal Master,2023-02-25,2024-08-05
ENT002691,BluePeak Finance,BLUEPEAK FINANCE,JP,JP-446360,Financial Institution,Telecommunications,Logistics,Active,1987-09-27,2024-02-02,Manual Upload,2023-04-19,2023-07-24
ENT002692,Summit Capital,SUMMIT CAPITAL,IE,IE-499845,Public Company,Industrials,Retail,Active,2002-01-19,2022-12-23,Internal Master,2024-05-01,2023-11-14
ENT002693,,,LU,,Private Company,Materials,Power Generation,Active,1995-09-22,2022-08-09,ProviderB,2022-08-11,2024-01-24
ENT002694,Sterling Finance,STERLING FINANCE,LU,LU-877205,Private Company,Telecommunications,Software,Active,2021-10-16,2023-10-16,Manual Upload,2024-04-17,2024-02-28
ENT002695,Albion Services,ALBION SERVICES,AE,AE-110446,Public Company,Industrials,Mining,Active,2012-09-25,2023-07-31,Manual Upload,2022-01-11,2024-10-15
ENT002696,BluePeak PLC,BLUEPEAK,BR,BR-908181,Financial Institution,Materials,Banking,Inactive,2018-12-23,2022-12-01,Manual Upload,2021-03-11,2023-04-15
ENT002697,PrimeEdge Corporation,PRIMEEDGE,NL,NL-315030,Public Company,Industrials,Retail,Unknown,1995-05-19,2021-03-22,Issuer Feed,2024-05-16,2023-06-29
ENT002698,Meridian Limited,MERIDIAN,N/A,,Fund,Industrials,Logistics,Active,2017-02-03,2021-04-19,ProviderB,2022-05-06,2024-08-16
ENT002699,Granite Capital,GRANITE CAPITAL,BR,BR-221627,Fund,Healthcare,Telecom Services,Active,1983-07-29,2023-05-25,ProviderA,2021-06-19,2024-11-05
ENT002700,Granite Services,GRANITE SERVICES,IN,IN-190237,Government Entity,Technology,Software,Active,2021-04-26,2021-03-22,Manual Upload,2022-11-21,2023-11-27
ENT002701,Silvergate Industries,SILVERGATE INDUSTRIES,HK,HK-209350,Fund,Technology,Mining,Active,1990-02-11,2023-06-05,KYC Platform,2021-11-25,2023-01-05
ENT002702,Horizon Technologies,HORIZON TECHNOLOGIES,BR,BR-366589,SPV,Financials,Banking,Active,2003-02-14,2024-07-21,ProviderB,2023-05-12,2024-10-20
ENT002703,Northbridge Capital,NORTHBRIDGE CAPITAL,IE,IE-947380,Private Company,Utilities,Private Equity,Active,2011-07-08,2024-02-28,Manual Upload,2023-04-26,2024-04-27
ENT002704,Redwood Corporation,REDWOOD,HK,HK-516621,Private Company,Consumer Goods,Logistics,Inactive,2012-09-06,2023-10-13,ProviderB,2020-01-31,2024-02-20
ENT002705,Meridian Industries,MERIDIAN INDUSTRIES,GB,GB-248717,SPV,Materials,Retail,Active,1989-05-03,2022-02-04,Internal Master,2022-05-12,2023-11-04
