issuer_id,entity_id,issuer_name,instrument_type,market,listing_status,exchange_code,risk_country,source_system
ISS000586,ENT000293,Lagos Continental Group,Private Credit,OTC,Unlisted,,GB,ProviderA
ISS000587,ENT004420,Cedar Corporation,Bond,Public,Delisted,LSE,SG,Issuer Feed
ISS000588,ENT000218,PrimeEdge Investments,Bond,Public,Delisted,LSE,US,ProviderB
ISS000589,ENT003396,Summit Limited,Equity,OTC,Unlisted,,,Manual Upload
ISS000590,ENT002483,Oakwell Corporation,Equity,Private,Listed,XETRA,BR,Manual Upload
ISS000591,ENT002737,Lagos Continental Technologies,Equity,OTC,Delisted,,ZZZ,Issuer Feed
ISS000592,ENT003897,Meridian Ltd,Equity,Private,Listed,NGX,SG,Manual Upload
ISS000593,ENT002219,Oakwell Holdings,Equity,OTC,Unlisted,,IE,Manual Upload
ISS000594,ENT001734,Korefield Holdings,Equity,Private,Listed,LSE,HK,ProviderB
ISS000595,ENT001782,Westbridge Industries,Commercial Paper,OTC,Delisted,XETRA,NL,Issuer Feed
ISS000596,ENT002050,Atlas Finance,Bond,OTC,Listed,XETRA,NL,Manual Upload
ISS000597,ENT001429,Granite Capital,Fund,Private,Listed,NGX,NL,Manual Upload
ISS000598,ENT004531,Cedar Group,Commercial Paper,Public,Delisted,,BR,Issuer Feed
ISS000599,ENT003443,Westbridge Ltd,Bond,OTC,Unlisted,,US,Issuer Feed
ISS000600,ENT004655,Meridian Industries,Bond,OTC,Listed,NGX,IE,ProviderA
ISS000601,ENT001174,Falcon Technologies,Equity,Private,Delisted,,IE,Manual Upload
ISS000602,ENT000432,Atlas PLC,Fund,Public,Listed,,CH,Issuer Feed
ISS000603,ENT004939,Union Limited,Private Credit,Public,Delisted,NASDAQ,IN,ProviderB
ISS000604,ENT001282,Greenfield PLC,Equity,Public,Listed,NGX,GB,Manual Upload
ISS000605,ENT002299,Helios Investments,Fund,Private,Listed,NASDAQ,JP,Issuer Feed
ISS000606,ENT004996,Riverstone Industries,Bond,Private,Unlisted,NASDAQ,N/A,ProviderA
ISS000607,ENT003988,Albion Partners,Private Credit,Private,Delisted,,IN,ProviderB
ISS000608,ENT004041,Falcon Group,Bond,Private,Listed,LSE,,Issuer Feed
ISS000609,ENT003333,Atlas Technologies,Private Credit,Private,Listed,NYSE,DE,ProviderB
ISS000610,ENT004612,Cedar Partners,Bond,OTC,Delisted,NYSE,JP,ProviderB
ISS000611,ENT001058,Nova Partners,Private Credit,Public,Unlisted,LSE,SG,Manual Upload
ISS000612,ENT004079,Union Capital,Private Credit,Private,Delisted,,,ProviderA
ISS000613,ENT003148,Crestline Limited,Private Credit,OTC,Delisted,XETRA,US,Issuer Feed
ISS000614,ENT002121,Crestline Technologies,Bond,OTC,Unlisted,,XX,ProviderA
ISS000615,ENT000942,Atlas Holdings,Bond,Private,Delisted,NASDAQ,ZA,ProviderA
ISS000616,ENT002667,Westbridge Finance,Bond,Private,Listed,,CH,ProviderA
ISS000617,ENT000553,Granite Corporation,Fund,Private,Unlisted,NGX,XX,Issuer Feed
ISS000618,ENT003569,Falcon Ltd,Fund,OTC,Listed,XETRA,CH,ProviderB
ISS000619,ENT003486,Northbridge Services,Private Credit,Public,Unlisted,NASDAQ,HK,ProviderB
ISS000620,ENT003562,Greenfield PLC,Fund,OTC,Listed,XETRA,HK,Manual Upload
ISS000621,ENT000038,Silvergate Partners,Bond,Private,Listed,XETRA,DE,ProviderB
ISS000622,ENT002847,Falcon Industries,Fund,Private,Listed,,IE,ProviderB
ISS000623,ENT004720,Redwood Group,Equity,Private,Unlisted,LSE,ZZZ,Manual Upload
ISS000624,ENT000038,Atlas Ltd,Private Credit,OTC,Delisted,,GB,ProviderA
ISS000625,ENT004355,Riverstone Capital,Commercial Paper,Public,Unlisted,,NG,Issuer Feed
ISS000626,ENT004918,Helios Ltd,Private Credit,OTC,Delisted,NGX,ZA,ProviderA
ISS000627,ENT001704,Northbridge Ltd,Commercial Paper,Public,Unlisted,XETRA,CA,Manual Upload
ISS000628,ENT001754,Sterling PLC,Fund,Public,Unlisted,XETRA,IE,ProviderB
ISS000629,ENT004984,Lagos Continental PLC,Bond,Private,Unlisted,NYSE,AE,ProviderB
ISS000630,ENT000270,Westbridge Holdings,Fund,Private,Listed,NYSE,AU,ProviderA
ISS000631,ENT003395,Meridian Corporation,Private Credit,OTC,Delisted,,CA,Manual Upload
ISS000632,ENT003239,Riverstone PLC,Bond,Public,Listed,XETRA,,Issuer Feed
ISS000633,ENT004047,Korefield Holdings,Bond,Public,Delisted,NYSE,FR,Issuer Feed
ISS000634,ENT002807,Redwood Finance,Equity,Public,Delisted,,AU,ProviderA
ISS000635,ENT001220,Nova Services,Private Credit,OTC,Delisted,,FR,Issuer Feed
ISS000636,ENT003079,Frontier PLC,Bond,Public,Listed,NASDAQ,,Issuer Feed
ISS000637,ENT002901,Helios Group,Private Credit,OTC,Listed,NYSE,JP,ProviderB
ISS000638,ENT004002,Greenfield Energy,Equity,Public,Unlisted,NGX,,ProviderB
ISS000639,ENT000825,Falcon Technologies,Bond,Public,Listed,LSE,,Issuer Feed
ISS000640,ENT000516,BluePeak Corporation,Equity,Private,Unlisted,NASDAQ,IN,Manual Upload
ISS000641,ENT000838,Silvergate Group,Commercial Paper,Public,Listed,,FR,Manual Upload
ISS000642,ENT004620,Frontier Partners,Equity,OTC,Delisted,NGX,NL,Issuer Feed
ISS000643,ENT004321,Falcon Corporation,Equity,OTC,Listed,LSE,NG,ProviderA
ISS000644,ENT003772,Meridian Capital,Fund,Public,Listed,,,ProviderB
ISS000645,ENT000680,Cedar Energy,Equity,OTC,Listed,NASDAQ,ZZZ,Issuer Feed
ISS000646,ENT001227,Riverstone PLC,Fund,Private,Delisted,NYSE,US,ProviderA
ISS000647,ENT000845,Horizon Ltd,Commercial Paper,Private,Unlisted,NYSE,ZA,Manual Upload
ISS000648,ENT002928,Albion Holdings,Equity,Private,Delisted,NGX,FR,Manual Upload
ISS000649,ENT000717,PrimeEdge Industries,Private Credit,Private,Delisted,NGX,ZZZ,ProviderA
ISS000650,ENT004634,Sterling Holdings,Private Credit,Public,Delisted,NASDAQ,CA,Issuer Feed
ISS000651,ENT002177,Nova Industries,InvalidInstrument,OTC,Unlisted,NASDAQ,BR,ProviderB
ISS000652,ENT002171,Northbridge PLC,Equity,Private,Listed,,JP,Manual Upload
ISS000653,ENT001844,PrimeEdge Corporation,Fund,Private,Unlisted,NYSE,IN,Manual Upload
ISS000654,ENT003536,Granite Industries,Equity,Private,Delisted,NGX,,ProviderA
ISS000655,ENT004651,Crestline Services,Equity,Private,Listed,NGX,SG,Issuer Feed
ISS000656,ENT003734,Greenfield Industries,Bond,OTC,Listed,XETRA,DE,ProviderA
ISS000657,ENT000373,Horizon Finance,Private Credit,Public,Listed,NASDAQ,N/A,ProviderA
ISS000658,ENT004194,Riverstone Corporation,Fund,Public,Delisted,NASDAQ,NL,ProviderA
ISS000659,ENT000608,Korefield Group,Bond,OTC,Unlisted,,ZZZ,ProviderB
ISS000660,ENT002461,Redwood Capital,Equity,Public,Unlisted,XETRA,ZZZ,Manual Upload
ISS000661,ENT000066,Helios Investments,Private Credit,OTC,Unlisted,NASDAQ,JP,ProviderA
ISS000662,ENT003187,Helios Technologies,Fund,Private,Unlisted,,FR,ProviderB
ISS000663,ENT002607,Greenfield Finance,Private Credit,OTC,Delisted,NGX,IN,ProviderB
ISS000664,ENT002787,Falcon Capital,Fund,Private,Unlisted,NGX,HK,ProviderA
ISS000665,ENT001162,Albion Holdings,Bond,Public,Delisted,XETRA,AE,ProviderB
ISS000666,ENT002316,Crestline Investments,Equity,Private,Listed,NYSE,AE,Manual Upload
ISS000667,ENT000509,PrimeEdge Corporation,Equity,OTC,Unlisted,NASDAQ,DE,Manual Upload
ISS000668,ENT001029,BluePeak Ltd,Equity,Private,Unlisted,NASDAQ,SG,ProviderB
ISS000669,ENT001587,Frontier PLC,Bond,OTC,Listed,NASDAQ,SG,ProviderB
ISS000670,ENT002237,BluePeak PLC,Equity,Public,Unlisted,NASDAQ,AU,ProviderA
ISS000671,ENT001268,Falcon Group,Equity,OTC,Listed,NYSE,N/A,ProviderB
ISS000672,ENT002064,Nova Industries,Private Credit,OTC,Listed,NGX,IN,ProviderB
ISS000673,ENT001267,Granite Industries,Private Credit,OTC,Listed,NYSE,NL,Issuer Feed
ISS000674,ENT001077,Frontier Holdings,Bond,Private,Unlisted,NYSE,LU,ProviderB
ISS000675,ENT000020,Silvergate Investments,Commercial Paper,Public,Listed,,LU,ProviderB
ISS000676,ENT000162,Riverstone Finance,Bond,Public,Listed,,FR,ProviderA
ISS000677,ENT001763,Northbridge Holdings,Commercial Paper,Private,Unlisted,NYSE,ZZZ,Manual Upload
ISS000678,ENT002545,Greenfield Services,Commercial Paper,Private,Listed,NASDAQ,AE,ProviderA
ISS000679,ENT_ORPHAN_6,Westbridge PLC,Equity,Private,Listed,NGX,IN,Manual Upload
ISS000680,ENT003000,Korefield Services,Bond,Private,Listed,,CA,ProviderA
ISS000681,ENT003056,Horizon Corporation,Equity,Public,Listed,LSE,IN,Manual Upload
ISS000682,ENT004681,BluePeak Services,Bond,Private,Unlisted,XETRA,IE,Manual Upload
ISS000683,ENT001277,Greenfield Capital,Fund,Public,Listed,NGX,ZA,ProviderA
ISS000684,ENT002857,Horizon Limited,Bond,Public,Listed,,JP,Manual Upload
ISS000685,ENT004339,Cedar Technologies,Bond,OTC,Delisted,,HK,Issuer Feed
ISS000686,ENT001967,Greenfield Services,Equity,Public,Delisted,NYSE,AE,Manual Upload
ISS000687,ENT001377,Horizon Capital,Private Credit,Public,Unlisted,LSE,JP,ProviderB
ISS000688,ENT000012,Lagos Continental Limited,Bond,Public,Unlisted,NASDAQ,DE,Manual Upload
ISS000689,ENT003005,Redwood PLC,Commercial Paper,Public,Unlisted,NYSE,AE,Issuer Feed
ISS000690,ENT000445,Granite Services,Equity,Public,Listed,NYSE,BR,Manual Upload
ISS000691,ENT004119,Greenfield Industries,Fund,Public,Listed,LSE,CH,Issuer Feed
ISS000692,ENT001275,Frontier Capital,Bond,OTC,Listed,NYSE,HK,Issuer Feed
ISS000693,ENT003910,Helios Group,Bond,OTC,Unlisted,LSE,,Issuer Feed
ISS000694,ENT002192,Redwood Ltd,Equity,OTC,Unlisted,NYSE,,Manual Upload
ISS000695,ENT003129,Granite Group,Fund,Public,Delisted,,JP,Manual Upload
ISS000696,ENT000868,Atlas Holdings,InvalidInstrument,Public,Listed,XETRA,N/A,ProviderB
ISS000697,ENT003429,Silvergate Partners,Fund,Private,Listed,NGX,DE,ProviderB
ISS000698,ENT004396,Northbridge Ltd,Bond,OTC,Delisted,XETRA,XX,Issuer Feed
ISS000699,ENT004805,BluePeak Energy,Equity,Private,Unlisted,NASDAQ,CH,Manual Upload
ISS000700,ENT000122,Horizon Capital,Commercial Paper,Public,Delisted,XETRA,FR,ProviderA
ISS000701,ENT003362,Lagos Continental Technologies,Private Credit,OTC,Listed,LSE,US,ProviderA
ISS000702,ENT002997,Albion Limited,Bond,Public,Listed,NASDAQ,FR,ProviderA
ISS000703,ENT002270,Granite Industries,Equity,Public,Listed,NYSE,AE,ProviderA
ISS000704,ENT003525,Cedar Partners,Private Credit,Public,Unlisted,XETRA,IN,Manual Upload
ISS000705,ENT002275,Crestline PLC,Bond,Public,Listed,NASDAQ,IE,ProviderA
ISS000706,ENT001576,Union Group,Bond,Private,Delisted,NYSE,HK,ProviderA
ISS000707,ENT001342,Northbridge Investments,InvalidInstrument,OTC,Listed,NASDAQ,NG,ProviderA
ISS000708,ENT002866,Crestline Partners,Commercial Paper,Private,Delisted,NGX,ZA,ProviderB
ISS000709,ENT003582,Frontier Finance,Fund,OTC,Delisted,NGX,ZA,Manual Upload
ISS000710,ENT003894,Frontier Capital,Equity,Public,Listed,LSE,AE,ProviderA
ISS000711,ENT004186,Oakwell Group,Fund,Public,Unlisted,NASDAQ,,Manual Upload
ISS000712,ENT003980,Northbridge Partners,Equity,Private,Unlisted,LSE,,ProviderB
ISS000713,ENT001164,Cedar Corporation,Equity,Private,Unlisted,NYSE,CA,Manual Upload
ISS000714,ENT000908,Granite Capital,Equity,Public,Listed,NGX,,ProviderA
ISS000715,ENT001910,Horizon Capital,Equity,OTC,Delisted,NGX,,ProviderB
ISS000716,ENT003695,Sterling Technologies,Bond,Public,Listed,LSE,US,Issuer Feed
ISS000717,ENT002059,Helios Services,Commercial Paper,Public,Listed,LSE,IE,Issuer Feed
ISS000718,ENT004631,BluePeak Limited,Equity,Public,Listed,NYSE,CH,Manual Upload
ISS000719,ENT001019,Meridian Investments,InvalidInstrument,Public,Delisted,NGX,BR,ProviderA
ISS000720,ENT000476,Horizon Capital,Bond,Public,Listed,,NG,ProviderA
ISS000721,ENT003601,Atlas Ltd,Equity,OTC,Listed,LSE,NG,ProviderB
ISS000722,ENT001754,Crestline Ltd,InvalidInstrument,OTC,Listed,NASDAQ,GB,Manual Upload
ISS000723,ENT003406,Oakwell Holdings,Bond,OTC,Unlisted,LSE,IE,ProviderB
ISS000724,ENT004461,Granite Finance,Equity,Public,Unlisted,NASDAQ,IN,ProviderA
ISS000725,ENT000219,Sterling Services,Fund,Private,Delisted,NASDAQ,CH,ProviderB
ISS000726,ENT001148,Granite Energy,Fund,Public,Unlisted,NYSE,,ProviderA
ISS000727,ENT003949,Crestline Limited,Bond,Public,Unlisted,NGX,CH,ProviderA
ISS000728,ENT000964,Nova Investments,Bond,Public,Listed,NYSE,GB,Issuer Feed
ISS000729,ENT004831,Riverstone Capital,Fund,OTC,Unlisted,,CH,ProviderB
ISS000730,ENT004633,Frontier Partners,Bond,OTC,Delisted,XETRA,NL,Issuer Feed
ISS000731,ENT004289,Summit Corporation,Private Credit,Public,Listed,,NG,ProviderB
ISS000732,ENT003540,Helios Ltd,Fund,Public,Unlisted,,BR,ProviderA
ISS000733,ENT002336,Falcon Ltd,Bond,Private,Unlisted,,FR,ProviderB
ISS000734,ENT001888,Korefield Group,Equity,Private,Unlisted,,HK,Issuer Feed
ISS000735,ENT000593,Albion Corporation,Bond,OTC,Unlisted,,IE,ProviderA
ISS000736,ENT004781,PrimeEdge Corporation,Equity,OTC,Listed,,LU,Issuer Feed
ISS000737,ENT000008,Northbridge Finance,Equity,Public,Delisted,LSE,ZA,Manual Upload
ISS000738,ENT004245,Oakwell Holdings,Bond,Public,Listed,LSE,JP,Issuer Feed
ISS000739,ENT003247,Northbridge Services,Bond,Public,Delisted,XETRA,BR,ProviderA
ISS000740,ENT002868,Northbridge Investments,Equity,OTC,Unlisted,NYSE,CA,ProviderA
ISS000741,ENT003809,Atlas Technologies,Bond,Private,Unlisted,NGX,GB,Issuer Feed
ISS000742,ENT004139,Westbridge Finance,Bond,Private,Delisted,,NG,Issuer Feed
ISS000743,ENT003672,Frontier Investments,Bond,Public,Listed,NASDAQ,,ProviderB
ISS000744,ENT003004,Korefield Partners,Private Credit,OTC,Unlisted,XETRA,CA,ProviderA
ISS000745,ENT001504,Atlas Corporation,Bond,OTC,Listed,NYSE,,Issuer Feed
ISS000746,ENT002924,Oakwell Holdings,Private Credit,OTC,Delisted,NYSE,IE,Issuer Feed
ISS000747,ENT000333,Korefield Industries,Bond,Public,Unlisted,NGX,US,Manual Upload
ISS000748,ENT001502,Granite Finance,Private Credit,Private,Listed,NYSE,ZA,ProviderB
ISS000749,ENT003717,Lagos Continental Technologies,Private Credit,OTC,Listed,NYSE,,ProviderB
ISS000750,ENT003078,Nova Group,Equity,OTC,Listed,NGX,IN,ProviderB
ISS000751,ENT001438,Greenfield Industries,Equity,Public,Delisted,,,Manual Upload
ISS000752,ENT000088,Korefield Services,Equity,Public,Listed,NYSE,HK,ProviderA
ISS000753,ENT001335,Korefield Services,Bond,Public,Listed,NGX,SG,ProviderB
ISS000754,ENT003749,Helios Services,Bond,OTC,Listed,NYSE,US,ProviderB
ISS000755,ENT000379,Summit Energy,Equity,Public,Unlisted,NGX,IN,Issuer Feed
ISS000756,ENT004084,Granite Finance,Bond,Private,Unlisted,LSE,FR,Issuer Feed
ISS000757,ENT004002,Northbridge Partners,Private Credit,Public,Listed,NASDAQ,GB,ProviderA
ISS000758,ENT000928,Redwood Industries,Bond,Private,Delisted,NASDAQ,ZA,ProviderA
ISS000759,ENT003307,Sterling PLC,Equity,Private,Unlisted,,XX,Issuer Feed
ISS000760,ENT001535,Redwood Ltd,Commercial Paper,Public,Listed,NGX,IN,Issuer Feed
ISS000761,ENT000760,Horizon Technologies,Bond,Public,Unlisted,NYSE,BR,ProviderA
ISS000762,ENT001121,Granite PLC,Bond,Private,Listed,NASDAQ,NL,Issuer Feed
ISS000763,ENT003721,Redwood Investments,Bond,Public,Unlisted,,NL,Issuer Feed
ISS000764,ENT000153,Greenfield Ltd,InvalidInstrument,Public,Listed,NASDAQ,SG,ProviderB
ISS000765,ENT000560,Albion Group,Equity,Public,Delisted,,HK,ProviderA
ISS000766,ENT001729,Helios Holdings,Equity,OTC,Delisted,XETRA,HK,ProviderA
ISS000767,ENT003970,BluePeak Industries,Private Credit,Public,Unlisted,LSE,IN,ProviderB
ISS000768,ENT002173,Lagos Continental Partners,Equity,Private,Delisted,NGX,GB,Issuer Feed
ISS000769,ENT004582,PrimeEdge Energy,Equity,OTC,Delisted,NYSE,JP,ProviderB
ISS000770,ENT004026,Union Holdings,Fund,OTC,Listed,XETRA,NG,Issuer Feed
ISS000771,ENT004163,Albion Group,Bond,Public,Delisted,NYSE,BR,ProviderA
ISS000772,ENT004074,Albion Corporation,Fund,OTC,Delisted,NASDAQ,US,ProviderA
ISS000773,ENT004877,Riverstone Partners,InvalidInstrument,Public,Delisted,,NL,Issuer Feed
ISS000774,ENT002914,Atlas Group,Equity,OTC,Listed,NGX,AE,ProviderB
ISS000775,ENT003104,Falcon Group,Fund,OTC,Delisted,XETRA,GB,ProviderB
ISS000776,ENT001178,BluePeak PLC,Bond,Private,Unlisted,,FR,Issuer Feed
ISS000777,ENT004438,Westbridge Group,Bond,OTC,Delisted,XETRA,CA,Issuer Feed
ISS000778,ENT003790,Greenfield Group,Equity,OTC,Delisted,NASDAQ,JP,ProviderB
ISS000779,ENT000744,Greenfield Technologies,Bond,Public,Listed,NYSE,CA,Manual Upload
ISS000780,ENT000367,Riverstone Corporation,Equity,Private,Unlisted,NYSE,,Manual Upload
ISS000781,ENT003115,Sterling Finance,Equity,Private,Unlisted,NASDAQ,NL,ProviderB
ISS000782,ENT003878,Crestline Investments,Bond,Private,Delisted,,CH,ProviderA
ISS000783,ENT004717,Cedar Energy,Commercial Paper,Public,Delisted,,IN,ProviderB
ISS000784,ENT001558,Greenfield Ltd,Private Credit,OTC,Delisted,NASDAQ,,ProviderB
ISS000785,ENT001128,Lagos Continental Corporation,Equity,Private,Delisted,XETRA,LU,ProviderB
ISS000786,ENT004995,Silvergate Limited,InvalidInstrument,Public,Unlisted,LSE,US,ProviderA
ISS000787,ENT004421,Korefield Limited,Bond,OTC,Unlisted,,N/A,Manual Upload
ISS000788,ENT001427,Lagos Continental Group,Commercial Paper,Private,Delisted,,,ProviderB
ISS000789,ENT004791,PrimeEdge Partners,Commercial Paper,OTC,Listed,NASDAQ,AE,Manual Upload
ISS000790,ENT001545,Atlas Partners,Fund,Private,Listed,NASDAQ,LU,Issuer Feed
ISS000791,ENT004898,Nova Partners,Bond,OTC,Delisted,NYSE,IN,ProviderA
ISS000792,ENT004438,Falcon Holdings,Bond,Public,Listed,NASDAQ,IN,ProviderB
ISS000793,ENT003234,Korefield Investments,Equity,OTC,Delisted,NGX,FR,ProviderB
ISS000794,ENT001334,Northbridge PLC,Equity,Public,Listed,XETRA,US,ProviderB
ISS000795,ENT003303,Lagos Continental Technologies,Equity,OTC,Unlisted,LSE,,ProviderB
ISS000796,ENT004553,Frontier Corporation,Private Credit,Private,Listed,NASDAQ,LU,Manual Upload
ISS000797,ENT004833,Summit Group,Private Credit,Private,Delisted,NASDAQ,DE,ProviderB
ISS000798,ENT000108,Silvergate Capital,Bond,OTC,Delisted,XETRA,ZA,Issuer Feed
ISS000799,ENT004885,BluePeak Capital,Commercial Paper,Public,Listed,,JP,Manual Upload
ISS000800,ENT004957,Albion Services,Bond,Private,Listed,,CA,ProviderB
ISS000801,ENT001882,Crestline PLC,Equity,Public,Listed,NYSE,BR,ProviderB
ISS000802,ENT004273,Union Ltd,Equity,Private,Delisted,,XX,Issuer Feed
ISS000803,ENT003830,Union Group,Bond,OTC,Delisted,NGX,CH,Issuer Feed
ISS000804,ENT002076,Albion Partners,Equity,Public,Unlisted,NYSE,NG,Issuer Feed
ISS000805,ENT004583,Silvergate Finance,Fund,Private,Listed,XETRA,N/A,ProviderB
ISS000806,ENT004198,Silvergate Group,InvalidInstrument,OTC,Unlisted,,XX,Issuer Feed
ISS000807,ENT000966,Crestline Energy,Bond,Public,Unlisted,NGX,GB,ProviderB
ISS000808,ENT004585,Silvergate Energy,Bond,OTC,Delisted,NGX,US,Manual Upload
ISS000809,ENT003311,Falcon Technologies,Equity,Private,Delisted,XETRA,DE,Issuer Feed
ISS000810,ENT004377,Cedar Holdings,Private Credit,Public,Delisted,LSE,N/A,ProviderB
ISS000811,ENT004825,Atlas Ltd,Equity,OTC,Unlisted,NASDAQ,,ProviderA
ISS000812,ENT000996,BluePeak Group,Fund,Private,Delisted,NYSE,,ProviderA
ISS000813,ENT004279,Lagos Continental PLC,Equity,OTC,Listed,NGX,,ProviderA
ISS000814,ENT000161,Redwood Capital,Private Credit,OTC,Listed,XETRA,ZZZ,ProviderA
ISS000815,ENT001549,Atlas Energy,Bond,OTC,Delisted,NASDAQ,CH,Manual Upload
ISS000816,ENT002266,Silvergate Group,Equity,OTC,Listed,LSE,LU,ProviderB
ISS000817,ENT003090,PrimeEdge Limited,Bond,Private,Delisted,NGX,BR,Issuer Feed
ISS000818,ENT004970,Atlas PLC,Private Credit,OTC,Unlisted,XETRA,IE,Manual Upload
ISS000819,ENT004708,Falcon Capital,Private Credit,Private,Unlisted,NASDAQ,JP,Manual Upload
ISS000820,ENT002403,Frontier PLC,Commercial Paper,Public,Listed,NASDAQ,NG,Issuer Feed
ISS000821,ENT003273,Helios Capital,Commercial Paper,Private,Listed,NYSE,CA,Issuer Feed
ISS000822,ENT002109,Cedar Ltd,Equity,Private,Listed,LSE,CH,ProviderB
ISS000823,ENT000153,Cedar Partners,Bond,Public,Unlisted,NYSE,ZA,Issuer Feed
ISS000824,ENT001917,Atlas Partners,Private Credit,Private,Delisted,,JP,Issuer Feed
ISS000825,ENT000647,Lagos Continental Finance,Private Credit,OTC,Listed,,IE,Issuer Feed
ISS000826,ENT003084,Nova Capital,Bond,Public,Delisted,,NL,ProviderA
ISS000827,ENT004777,Albion Industries,Fund,OTC,Delisted,XETRA,ZZZ,Manual Upload
ISS000828,ENT004449,Crestline Limited,Bond,Public,Listed,LSE,BR,Issuer Feed
ISS000829,ENT001540,Sterling Investments,Equity,Public,Delisted,NYSE,DE,ProviderB
ISS000830,ENT004268,Union Holdings,Private Credit,OTC,Listed,,XX,ProviderB
ISS000831,ENT000092,Korefield Services,Equity,Private,Delisted,NYSE,GB,Manual Upload
ISS000832,ENT000072,Meridian Limited,Bond,Public,Unlisted,NASDAQ,AU,Manual Upload
ISS000833,ENT004057,Meridian Limited,Bond,Private,Delisted,,ZA,Manual Upload
ISS000834,ENT001982,Granite Energy,Equity,Private,Listed,NGX,,Manual Upload
ISS000835,ENT001502,Greenfield Limited,Equity,OTC,Unlisted,,NG,Manual Upload
ISS000836,ENT000209,Summit Services,Equity,OTC,Delisted,NGX,CH,Issuer Feed
ISS000837,ENT000303,Union Investments,Bond,OTC,Unlisted,LSE,AU,ProviderB
ISS000838,ENT001780,Frontier Limited,Bond,OTC,Unlisted,,ZA,ProviderA
ISS000839,ENT003987,Meridian Partners,Fund,Public,Delisted,XETRA,CH,Manual Upload
ISS000840,ENT000632,Sterling Services,Equity,Private,Listed,LSE,,Manual Upload
ISS000841,ENT004485,PrimeEdge Finance,Bond,Private,Unlisted,NYSE,BR,ProviderB
ISS000842,ENT000670,Greenfield Finance,Fund,Public,Unlisted,NGX,IE,ProviderB
ISS000843,ENT004469,Albion Technologies,Bond,OTC,Delisted,XETRA,NG,Issuer Feed
ISS000844,ENT003566,Crestline Ltd,Bond,Private,Delisted,NASDAQ,JP,ProviderB
ISS000845,ENT002660,Northbridge Capital,Commercial Paper,Private,Delisted,NASDAQ,ZZZ,ProviderB
ISS000846,ENT001499,Redwood Limited,Equity,Private,Delisted,LSE,BR,Manual Upload
ISS000847,ENT004727,Oakwell Energy,Fund,Private,Listed,LSE,,ProviderB
ISS000848,ENT001525,Falcon Corporation,Equity,Public,Unlisted,NASDAQ,ZZZ,ProviderA
ISS000849,ENT000759,Silvergate Corporation,Equity,Private,Listed,XETRA,XX,Manual Upload
ISS000850,ENT003078,Greenfield Limited,Private Credit,OTC,Delisted,LSE,AU,ProviderA
ISS000851,ENT004671,Granite Partners,Fund,OTC,Listed,NYSE,,Issuer Feed
ISS000852,ENT002325,Riverstone Ltd,Equity,Private,Delisted,NASDAQ,IN,Manual Upload
ISS000853,ENT003212,Silvergate Services,Bond,Public,Listed,NASDAQ,ZA,ProviderA
ISS000854,ENT001102,Lagos Continental Finance,InvalidInstrument,Public,Listed,,GB,Manual Upload
ISS000855,ENT004107,Atlas PLC,Private Credit,Private,Unlisted,NASDAQ,,ProviderA
ISS000856,ENT000740,Redwood Corporation,Commercial Paper,Public,Delisted,,AU,Issuer Feed
ISS000857,ENT003508,Union Investments,Private Credit,Public,Unlisted,NGX,NG,Manual Upload
ISS000858,ENT000269,Silvergate Ltd,Equity,Private,Delisted,LSE,SG,ProviderA
ISS000859,ENT001039,Cedar Partners,Fund,OTC,Unlisted,NGX,AE,ProviderA
ISS000860,ENT004886,Nova PLC,Equity,Public,Unlisted,LSE,DE,Issuer Feed
ISS000861,ENT004211,Granite Holdings,Equity,Private,Unlisted,NYSE,LU,Issuer Feed
ISS000862,ENT002507,Summit Finance,Bond,OTC,Delisted,NGX,DE,ProviderB
ISS000863,ENT002144,Sterling Services,Bond,Private,Unlisted,NYSE,HK,ProviderA
ISS000864,ENT002562,Westbridge Services,Equity,Public,Delisted,NYSE,LU,Manual Upload
ISS000865,ENT002395,Horizon Corporation,Equity,Public,Unlisted,NGX,SG,ProviderB
ISS000866,ENT002627,PrimeEdge Energy,Fund,OTC,Listed,NASDAQ,GB,ProviderA
ISS000867,ENT002635,Helios Corporation,Private Credit,OTC,Delisted,NYSE,LU,Manual Upload
ISS000868,ENT003672,BluePeak Energy,Bond,OTC,Listed,NGX,HK,Issuer Feed
ISS000869,ENT002385,Horizon Investments,Equity,Private,Listed,,JP,Manual Upload
ISS000870,ENT004913,Atlas Finance,Bond,OTC,Delisted,NGX,LU,Issuer Feed
ISS000871,ENT004095,PrimeEdge Capital,Private Credit,OTC,Delisted,XETRA,US,ProviderA
ISS000872,ENT001265,Summit Industries,Private Credit,Public,Listed,LSE,,ProviderB
ISS000873,ENT_ORPHAN_72,PrimeEdge Corporation,Equity,Public,Listed,NGX,CA,Issuer Feed
ISS000874,ENT000036,Falcon Group,Bond,Public,Delisted,NGX,IN,Issuer Feed
ISS000875,ENT_ORPHAN_45,Sterling Corporation,Equity,Private,Delisted,NGX,CH,ProviderB
ISS000876,ENT002706,Atlas Investments,Bond,Private,Unlisted,NASDAQ,CH,Manual Upload
ISS000877,ENT001673,Union Investments,Bond,OTC,Listed,XETRA,AU,ProviderA
ISS000878,ENT003592,Frontier Group,Commercial Paper,OTC,Delisted,LSE,DE,Manual Upload
ISS000879,ENT001743,Union Group,Equity,Public,Unlisted,LSE,CH,ProviderA
