trade_id,counterparty_entity_id,counterparty_name,issuer_id,issuer_name,instrument_type,instrument_id,isin,trade_date,settlement_date,notional_amount,currency,risk_country,booking_country,exchange_mic,kyc_status,counterparty_risk_rating,lei,sector,source_system,provider_name,provider_confidence_score,ingestion_timestamp,last_verified_date,synthetic_issue_tags
TRD-00000812,ENT-000143,Keystone Partners PLC,ISS-000123,Union Holdings LP,Bond,BON-126960,NLCDUFTAWSZ6,2025-07-01,2025-07-08,1125428.99,EUR,CA,CA,XAMS,Approved,High,8YLXYXL2CQ23QORDJGFW,Real Estate,ReferenceDataHub,ProviderA,0.6719,2025-07-02 01:04:00,2024-08-02,low_provider_confidence
TRD-00000813,ENT-000007,Nile Holdings PLC,ISS-000109,Northstar Telecoms BV,Derivative,DER-207415,JPHXFCJL17VL,2026-02-03,2026-02-03,358739.67,US,JP,JP,XTKS,Approved,Medium,XTPDPFF5E8II49KQ71N8,Technology,EMS,ProviderA,0.812,2026-02-04 15:38:00,2024-11-03,invalid_currency
TRD-00000814,ENT-000042,Meridian Logistics GmbH,ISS-000107,Apex Holdings PLC,Equity,EQU-636281,GB8SG60JAOBO,2025-01-02,2025-01-04,8805852.02,GBP,SG,SG,XLON,Pending,Medium,A3S8KE2WT1Q3TMY4GPYW,Materials,EMS,ProviderB,0.6617,2025-01-04 05:50:00,2023-06-27,low_provider_confidence
TRD-00000815,ENT-000259,Summit Infrastructure BV,ISS-000225,Meridian Pharma GmbH,Equity,EQU-983098,JPAHTUQL23B2,2025-06-17,2025-06-17,1132854.27,JPY,LU,LU,XTKS,Approved,Low,ZUH8IUNCLVEHRJ0KX9K2,Technology,CustodyPlatform,ProviderB,0.7113,2025-06-19 12:14:00,2025-06-02,
TRD-00000816,,Apex Markets LLC,ISS-000055,Orion Energy LP,Private Equity,PRI-972222,HKZTKB9ZV14W,2026-05-17,2026-05-24,2375579.01,USD,HK,HK,XHKG,Approved,Low,0T2RJMGILBROOOBWF4I6,Materials,EMS,InternalGoldenSource,0.7841,2026-05-19 20:54:00,2025-01-21,missing_counterparty_entity_id
TRD-00000817,ENT-000223,Crescent Markets LP,ISS-000190,Northstar Partners LP,Fund,FUN-511876,NG8LY1GI72U6,2025-05-17,2025-05-22,1719126.88,NGN,NG,NG,XNSA,Approved,Medium,8INI8MIT7I1JKUE98HLU,Industrials,OMS,InternalGoldenSource,0.7409,2025-05-19 11:58:00,2024-07-06,
TRD-00000818,ENT-000299,Redwood Holdings LLC,ISS-000076,Sterling Logistics LP,Private Equity,PRI-910426,HK68HZAMA18W,2026-05-29,2026-05-31,1158680.11,USD,CA,CA,XHKG,Pending,Low,QTFPTNK2U0CRF540V1GK,Healthcare,CustodyPlatform,ProviderC,0.6341,2026-05-30 07:30:00,2024-08-10,low_provider_confidence
TRD-00000819,ENT-000170,Crescent Logistics SA,ISS-000020,Crescent Holdings Ltd,Derivative,DER-440389,USYMPXPMFB0B,2025-06-24,2025-06-26,949795.9,EUR,FR,FR,XNYS,Approved,Medium,X8MMS2LELL6HYC1R9QIK,Materials,EMS,ProviderB,0.9352,2025-06-26 14:51:00,2023-08-18,
TRD-00000820,ENT-000316,Redwood Logistics Limited,ISS-000014,Orion Industries Inc,Bond,BON-849206,HKR8SEN509HX,2025-03-03,2025-03-17,913931.42,CAD,CA,CA,XHKG,Approved,Low,5OD7B1U9ER04H5W21BKS,Technology,OMS,ProviderB,0.7247,2025-03-04 19:36:00,2024-12-01,
TRD-00000821,ENT-000214,Crescent Holdings Limited,ISS-000019,Evergreen Energy SA,Private Credit,PRI-652819,CAC8N2D7GYT2,2025-05-14,2025-05-21,1496275.44,CAD,NG,NG,XTSE,Approved,Medium,ITATONUBR969JGC3WJIQ,Consumer Goods,ManualUpload,InternalGoldenSource,0.8145,2025-05-14 09:04:00,2024-03-22,
TRD-00000822,ENT-000197,Nile Partners GmbH,ISS-000013,Helios Partners LLC,Derivative,DER-797271,HKL0PL13YLGZ,2025-07-27,2025-08-10,1289678.99,USD,LU,LU,XHKG,Approved,Medium,9DZGKDNQ4G2VQXX99QWB,Telecommunications,EMS,ProviderA,0.8533,2025-07-29 07:03:00,2023-09-27,
TRD-00000823,ENT-000238,Summit Industries GmbH,ISS-000117,Atlas Capital Ltd,Private Credit,PRI-628759,GB0JL4I7T40V,2026-03-03,2026-03-05,1147297.27,JPY,JP,JP,XLON,Rejected,Low,R8U2HRJKRHA96GN8W9UR,Industrials,OMS,ProviderC,0.9182,2026-03-04 08:57:00,2025-08-01,
TRD-00000824,ENT-000128,Sahara Holdings LLC,ISS-000049,Pioneer Foods Ltd,Fund,FUN-250214,GBKUYROQ4HI8,2025-03-26,2025-03-18,706807.79,GBP,LU,LU,XLON,Pending,Low,E3STUF93AXMSTP3X5M8P,Industrials,CustodyPlatform,ProviderC,0.6264,2025-03-28 11:01:00,2025-02-24,low_provider_confidence;settlement_before_trade_date
TRD-00000825,ENT-000147,Nile Partners BV,ISS-000144,Bluewater Markets LP,Bond,BON-557999,CA0ZAXO6SRQT,2025-09-19,2025-09-26,18998897.02,USD,HK,HK,XTSE,Approved,Medium,BVTTR5GOIT2UR0FM2N05,Real Estate,ManualUpload,ProviderC,0.9253,2025-09-20 12:03:00,2025-03-24,
TRD-00000826,ENT-000287,Crescent Infrastructure LP,ISS-000155,Summit Capital BV,Private Equity,PRI-976830,CA9S3516ZMQL,2025-11-04,2025-11-18,7912557.41,XXX,SG,SG,XTSE,Approved,Medium,6RJ3GHQ55OIBGDE5BLYU,Industrials,CustodyPlatform,ProviderC,0.9894,2025-11-05 11:20:00,2025-08-27,invalid_currency
TRD-00000827,ENT-000131,Union Capital Inc,ISS-000127,Crescent Telecoms PLC,Private Equity,PRI-573355,FRJ5GAJT9F5G,2025-03-12,2025-03-17,6808948.53,EUR,LU,LU,XPAR,Approved,Low,GK23U0H8WN2T3QHFKTCN,Consumer Goods,OMS,ProviderB,0.7767,2025-03-13 14:24:00,2023-04-10,
TRD-00000828,ENT-000139,Falcon Telecoms PLC,ISS-000180,Sahara Mining Inc,Bond,BON-818517,FRJGGTV25W8Q,2025-02-13,2025-02-20,1608099.71,EUR,FR,FR,XPAR,Pending,Low,5JVEPWUKFV2AQNPEWQGA,Financials,ReferenceDataHub,ProviderA,0.7626,2025-02-13 16:51:00,2023-06-22,
TRD-00000829,ENT-000174,Lagoon Foods LLC,ISS-000236,Meridian Partners BV,Equity,EQU-826210,NLUHF006J5ML,2025-12-30,2026-01-06,7007769.98,EUR,FR,FR,XAMS,Approved,High,EJB3VCFEDLQ9EOQ0Y2Z1,Consumer Goods,PrimeBrokerFeed,ProviderC,0.9293,2026-01-01 11:07:00,2024-12-27,
TRD-00000830,ENT-000161,Meridian Infrastructure LP,ISS-000031,Atlas Partners GmbH,Equity,EQU-178265,NL2MR4FXZYK4,2026-02-28,2026-02-28,864290.63,EUR,CA,CA,XAMS,Approved,High,0KHIDKG042LYWBI45H02,Financials,ManualUpload,ProviderB,0.7581,2026-03-01 23:59:00,2025-06-05,
TRD-00000831,ENT-000270,Redwood Energy GmbH,ISS-000124,Harbour Infrastructure BV,Private Equity,PRI-757430,FRIGV06G6JBY,2026-06-04,2026-06-11,3249924.28,GBP,GB,GB,XPAR,Approved,Low,EGKRHJ5JN7BS08I4W02B,Healthcare,OMS,ProviderC,0.8822,2026-06-04 20:31:00,2025-06-13,
TRD-00000832,ENT-000006,Meridian Pharma BV,ISS-000029,Quantum Pharma Ltd,Equity,EQU-649627,DEE5EMDJNIFL,2026-02-04,2026-02-05,2592165.42,EUR,LU,LU,XETR,Approved,Low,HS1K3AQ6L6GT6MJXK87A,Materials,PrimeBrokerFeed,ProviderC,0.7037,2026-02-04 02:53:00,2024-03-07,
TRD-00000833,ENT-000159,Cedar Holdings Limited,ISS-000205,Falcon Telecoms Limited,Fund,FUN-328591,DEMMQ52SOMK1,2025-01-02,2025-01-16,17886527.37,EUR,NG,NG,XETR,Pending,Low,5N4VPAAFH5JF6EGQO3SQ,Utilities,EMS,ProviderC,0.9038,2025-01-03 02:01:00,2023-09-09,
TRD-00000834,ENT-000125,Atlas Holdings SA,ISS-000214,Orion Infrastructure LLC,Private Credit,PRI-780984,CAI119IH2HXW,2025-01-04,2025-01-11,3992701.82,USD,HK,HK,XTSE,Approved,High,F1H3DTLHAIAK5W77QKXI,Healthcare,ReferenceDataHub,ProviderA,0.8828,2025-01-05 18:12:00,2023-06-08,
TRD-00000835,ENT-000090,Union Logistics PLC,ISS-000130,Crescent Markets BV,Private Credit,PRI-151640,AUF062QCDP9A,2025-09-10,2025-09-11,2454919.42,USD,HK,HK,XASX,Approved,Low,62D3I603D93TBZQANEC1,Consumer Goods,ReferenceDataHub,ProviderB,0.8671,2025-09-12 14:39:00,2023-10-10,
TRD-00000836,ENT-000169,Helios Partners SA,ISS-000107,Apex Holdings PLC,Derivative,DER-928046,GB8SG60JAOBO,2025-04-11,2025-04-16,4046242.94,USD,US,US,XLON,Approved,Low,8CW2G9O9YP6SDYY0U9DA,Healthcare,OMS,ProviderB,0.8794,2025-04-11 07:29:00,2023-09-20,
TRD-00000837,ENT-000038,Sterling Infrastructure SA,ISS-000084,Keystone Industries LP,Private Credit,PRI-469149,DERH0595IUZ6,2025-10-11,2025-10-16,1965712.5,AUD,AU,AU,XETR,Approved,Low,6IER0V6RAST5J284WV98,Telecommunications,CustodyPlatform,InternalGoldenSource,0.9305,2025-10-13 04:54:00,2025-07-16,
TRD-00000838,ENT-000068,Cedar Energy PLC,ISS-000145,Pioneer Pharma SA,Fund,FUN-948075,LUA0CABJX7UV,2025-09-27,2025-10-02,7012147.04,EUR,,SG,XLUX,Rejected,Low,3CSMCMCUT6Z84QCMSWDV,Healthcare,CustodyPlatform,InternalGoldenSource,0.6484,2025-09-29 13:53:00,2024-06-14,invalid_risk_country;low_provider_confidence
TRD-00000839,ENT-000228,Cedar Logistics SA,ISS-000132,Lagoon Logistics PLC,Private Equity,PRI-261726,SGFLGZ1MZVEU,2025-05-26,2025-05-27,4349818.18,USD,US,US,XSES,Approved,Low,,Consumer Goods,ReferenceDataHub,InternalGoldenSource,0.6314,2025-05-27 12:05:00,2023-03-19,invalid_lei;low_provider_confidence
TRD-00000840,ENT-000110,Apex Logistics PLC,ISS-000141,Harbour Capital Inc,Crypto Swap,BON-271852,AU31XL9K81YS,2025-04-13,2025-04-13,6292370.42,AUD,JP,JP,XASX,Rejected,Low,S0FHJWTV3N74W4G22UET,Financials,OMS,ProviderB,0.8593,2025-04-14 04:28:00,2024-01-30,invalid_instrument_type
TRD-00000841,ENT-000100,Sahara Foods LLC,ISS-000151,Nile Markets SA,Equity,EQU-725991,GBZG5B0E5EN0,2026-05-16,2026-05-19,164157.94,USD,US,US,XLON,Approved,Low,LGG7JPM7QWRZFXZ3POTF,Financials,OMS,ProviderC,0.7201,2026-05-17 08:46:00,2025-04-09,
TRD-00000842,ENT-000302,Redwood Telecoms LLC,ISS-000206,Summit Capital Ltd,Private Credit,PRI-408156,AUGNCIAX08EV,2026-03-09,2026-03-23,4439396.46,AUD,US,US,XASX,Approved,Low,QJFXKHA7135HONMRS5YI,Telecommunications,CustodyPlatform,ProviderA,0.9278,2026-03-09 11:49:00,2023-10-21,
TRD-00000843,ENT-000119,Sterling Telecoms LP,ISS-000162,Bluewater Logistics Inc,Bond,BON-320901,GBUYPBSBA3SI,2026-05-24,2026-05-26,3693999.9,EUR,NL,NL,XLON,Expired,Medium,VDCG3BHK23A1MITKRFXQ,Energy,OMS,ProviderC,0.9701,2026-05-25 11:06:00,2024-11-02,
TRD-00000844,ENT-000299,Redwood Holdings LLC,ISS-000168,Union Logistics LP,Fund,FUN-751635,FRRU4OFQSFW9,2025-07-21,2025-08-04,627426.01,CAD,CA,CA,XPAR,Pending,Low,QTFPTNK2U0CRF540V1GK,Healthcare,ManualUpload,ProviderA,0.8896,2025-07-24 00:28:00,2024-09-02,
TRD-00000126,ENT-000037,Apex Pharma SA,ISS-000229,Orion Telecoms SA,Derivative,DER-801624,HKWGE62H6EPN,2025-11-14,2025-11-14,3858511.03,USD,GB,GB,XHKG,Approved,Low,SHORTLEI,Utilities,ReferenceDataHub,ProviderB,0.6279,2025-11-15 12:18:00,2024-07-29,duplicate_trade_id;invalid_lei;low_provider_confidence
TRD-00000846,ENT-000179,Cobalt Logistics Limited,ISS-000239,Union Telecoms PLC,Fund,FUN-174947,JPCEW2021S4I,2025-03-23,2025-03-28,2020205.85,JPY,LU,LU,XTKS,Approved,Low,GLFRI8MQEEB6BZNC9Q88,Utilities,ManualUpload,ProviderB,0.9854,2025-03-25 09:31:00,2022-11-11,
TRD-00000847,ENT-000096,Orion Capital SA,ISS-000061,Falcon Pharma Limited,Private Credit,PRI-896522,CAOB4RGLY41T,2025-01-14,2025-01-15,1264138.08,CAD,NL,NL,XTSE,Approved,Low,9N4NVTANMH4PNZP9USY3,Real Estate,ManualUpload,InternalGoldenSource,0.8651,2025-01-14 21:17:00,2023-03-27,
TRD-00000848,ENT-000091,Northstar Mining Ltd,ISS-000091,Nile Partners PLC,Fund,FUN-217966,NG1LQ5XVTHGA,2025-11-04,2025-11-18,7624458.99,NGN,HK,HK,XNSA,Approved,Medium,E4CS0LI0XY2YYF8IWHL8,Telecommunications,ManualUpload,ProviderC,0.9709,2025-11-04 06:45:00,2024-02-24,
TRD-00000849,ENT-000031,Orion Mining GmbH,ISS-000170,Bluewater Markets SA,Private Equity,PRI-836674,CA76UT3J6GIO,2025-01-10,2025-01-15,2001806.57,CAD,US,US,XTSE,Approved,Low,I5GAS442VLDQ4HEZ5EDJ,Industrials,OMS,ProviderB,0.901,2025-01-12 07:20:00,2024-04-19,
TRD-00000850,ENT-000185,Bluewater Holdings SA,ISS-000036,Nile Pharma BV,Equity,EQU-274260,HKDY1PP4CXBJ,2025-11-25,2025-11-28,3065407.8,EUR,DE,DE,XHKG,Approved,Low,760JGL4C86HF4I8A170X,Financials,PrimeBrokerFeed,ProviderB,0.7917,2025-11-26 01:51:00,2024-02-08,
TRD-00000851,ENT-000111,Helios Capital Ltd,ISS-000162,Bluewater Logistics Inc,Derivative,DER-652190,GBUYPBSBA3SI,not_a_date,2025-01-27,2947471.41,EUR,LU,LU,XLON,Approved,Medium,VGKP7L9KV913OZLL1ZBM,Utilities,OMS,ProviderB,0.9597,2025-01-26 23:26:00,2022-08-18,invalid_trade_date
TRD-00000852,,Sahara Partners LP,ISS-000065,Cedar Infrastructure Ltd,Fund,FUN-655574,AUPTC7S82I5U,not_a_date,2025-04-13,1310873.46,EUR,LU,LU,XASX,Approved,Medium,FPHUVYP1NJGLNR20QD58,Consumer Goods,EMS,ProviderA,0.7167,2025-04-10 20:57:00,2024-05-17,invalid_trade_date;missing_counterparty_entity_id
TRD-00000853,ENT-000195,Harbour Foods Ltd,ISS-000093,Falcon Foods PLC,Private Equity,PRI-538122,DECMM2GE8VT4,2025-04-13,2025-04-16,2732417.33,CAD,CA,CA,XETR,Pending,Low,ANYGUXQL9QPR4VXL51N0,Consumer Goods,EMS,InternalGoldenSource,0.9557,2025-04-13 07:33:00,2024-04-02,
TRD-00000854,ENT-000307,Quantum Markets Limited,ISS-000203,Bluewater Pharma PLC,Private Credit,PRI-143914,FR54UOPGLY0E,2025-10-24,2025-10-27,-1000000,EUR,US,US,XPAR,Approved,Low,535HJHWFNSLK6RNA7L0E,Technology,OMS,InternalGoldenSource,0.6783,2025-10-25 13:24:00,2024-04-04,invalid_notional_amount;low_provider_confidence
TRD-00000855,ENT-000123,Redwood Capital SA,ISS-000066,Evergreen Telecoms Limited,Equityy,DER-905939,AU6NGCPCMJTN,2025-08-16,2025-08-30,1126201.89,AUD,CA,CA,XASX,Approved,Medium,5E7AXUIY0X8L4EBEAQNC,Financials,CustodyPlatform,InternalGoldenSource,0.6862,2025-08-18 04:15:00,2024-07-14,invalid_instrument_type;low_provider_confidence
TRD-00000856,ENT-000054,Crescent Holdings PLC,ISS-000163,Orion Mining Limited,Private Credit,PRI-106424,CHCVBE4G0TRU,2025-11-16,2025-11-21,15377892.48,CHF,DE,DE,XSWX,Pending,Medium,R21520RN6HW1HS57TCOZ,Materials,PrimeBrokerFeed,InternalGoldenSource,0.8387,2025-11-18 01:57:00,2025-05-12,
TRD-00000857,ENT-000321,Keystone Industries Inc,ISS-000126,Crescent Pharma Limited,Private Credit,PRI-816486,GB000000000,2025-10-22,2025-10-24,4287213.4,AUD,XX,SG,XASX,Approved,Low,70OI10037XB2JA7EFVUZ,Industrials,PrimeBrokerFeed,ProviderB,0.9519,2025-10-22 22:58:00,2023-05-10,invalid_isin;invalid_risk_country
TRD-00000858,ENT-000014,Meridian Capital PLC,ISS-000089,Sahara Partners SA,Private Credit,PRI-227987,CHOV14D61DTH,2025-13-05,2025-02-15,1723539.04,EUR,DE,DE,XSWX,Expired,Low,9JRSNVNQ65QDF1RCAVIQ,Industrials,CustodyPlatform,ProviderA,0.7142,2025-02-02 01:49:00,2023-03-31,invalid_trade_date
TRD-00000859,ENT-000282,Helios Capital PLC,ISS-000019,Evergreen Energy SA,Private Equity,PRI-450396,CAC8N2D7GYT2,2025-07-05,2025-07-05,9392616.19,CHF,CH,CH,XTSE,Pending,Low,B41CMGC6D4HQCETAGHNM,Industrials,OMS,ProviderC,0.9009,2025-07-07 07:10:00,2024-05-03,
TRD-00000860,ENT-000250,Redwood Industries LP,ISS-000065,Cedar Infrastructure Ltd,Unknown,BON-773561,AUPTC7S82I5U,2026-02-11,2026-02-25,2504316.72,AUD,LU,LU,XASX,Approved,Low,KNWDQHDK3Z4T48OYY4QJ,Real Estate,CustodyPlatform,ProviderC,0.715,2026-02-12 05:30:00,2024-03-17,invalid_instrument_type
TRD-00000861,ENT-000066,Atlas Infrastructure LP,ISS-000152,Harbour Pharma LP,Fund,FUN-210947,CHKLTALCHVW4,2025-02-17,2025-02-22,1418524.58,CHF,US,US,XSWX,Expired,Medium,EH58B6PJS1AWP0LF7XE7,Real Estate,PrimeBrokerFeed,ProviderA,0.9294,2025-02-19 15:42:00,2023-09-12,
TRD-00000862,ENT-000129,,ISS-000219,Northstar Industries Inc,Bond,BON-806958,NG7OT9NHXJCP,2025-01-11,2025-01-11,1117508.84,USD,US,US,XNSA,Approved,High,8WAVAYTGN7P05DJRFCO7,Telecommunications,CustodyPlatform,ProviderB,0.7972,2025-01-13 02:21:00,2023-07-18,missing_or_weak_counterparty_name
TRD-00000863,ENT-000099,Sterling Pharma SA,ISS-ORPHAN-7486,Sterling Energy LLC,Derivative,DER-421007,JPWU5140VIPY,2025-08-04,2025-08-09,292566.86,JPY,CH,CH,XTKS,Approved,Medium,EJAN63XD45BA890AB7R8,Healthcare,EMS,ProviderB,0.9063,2025-08-05 12:00:00,2023-12-13,orphan_issuer_id
TRD-00000864,ENT-000101,Redwood Infrastructure LLC,ISS-000103,Nile Foods Inc,Fund,FUN-380632,NLSBTKLZMEJE,2025-03-13,2025-03-16,553372.03,EUR,GB,GB,XAMS,Approved,Low,94DAKF51VG7CON4RCER8,Materials,EMS,ProviderB,0.8997,2025-03-15 01:56:00,2023-10-30,
TRD-00000865,ENT-000240,Summit Foods Limited,ISS-000226,Quantum Holdings BV,Equity,EQU-385563,US49N0DFR9UE,2025-10-25,2025-11-01,252161.67,USD,JP,JP,XNYS,Pending,Medium,F3IF3G3T34OOJQXZLVU3,Utilities,ReferenceDataHub,InternalGoldenSource,0.6946,2025-10-27 10:21:00,2024-12-17,low_provider_confidence
TRD-00000866,ENT-000246,Helios Telecoms LLC,ISS-000243,Bluewater Partners GmbH,Private Credit,PRI-990155,DE52OKSQGORJ,2025-08-27,2025-09-01,325712.59,EUR,CA,CA,XETR,Approved,Low,L36192YWOL1A5P6R08XC,Financials,ReferenceDataHub,ProviderA,0.9613,2025-08-29 21:57:00,2024-07-11,
TRD-00000867,ENT-000258,Union Industries PLC,ISS-000170,Bluewater Markets SA,Derivative,DER-435832,CA76UT3J6GIO,2026-06-03,2026-06-06,11594270.79,EUR,DE,DE,XTSE,Expired,Low,CJ5B4CPIALDTG3KEGH5O,Energy,ManualUpload,InternalGoldenSource,0.687,2026-06-03 12:24:00,2024-10-08,low_provider_confidence
TRD-00000868,ENT-000082,Sterling Infrastructure SA,ISS-000141,Harbour Capital Inc,Private Equity,PRI-780026,AU31XL9K81YS,2025-05-28,2025-06-11,575929.27,AUD,CH,CH,XASX,Approved,Medium,064DI7N9U47YUL38V8WQ,Materials,EMS,ProviderC,0.8337,2025-05-30 17:23:00,2023-11-28,
TRD-00000869,ENT-000143,Keystone Partners PLC,ISS-000055,Orion Energy LP,Equity,EQU-752480,HKZTKB9ZV14W,2026-03-03,2026-03-04,0,CAD,CA,CA,XHKG,Approved,Low,8YLXYXL2CQ23QORDJGFW,Real Estate,PrimeBrokerFeed,ProviderC,0.8226,2026-03-05 07:48:00,2025-10-27,invalid_notional_amount
TRD-00000870,ENT-000021,Pioneer Industries Inc,ISS-000114,Northstar Industries BV,Private Equity,PRI-575479,HKANBX94IHDW,2026-05-13,2026-05-14,2093033.24,EUR,LU,LU,XHKG,Approved,Medium,73D9PH3I379U26192K42,Healthcare,EMS,ProviderC,0.7157,2026-05-14 15:09:00,2025-06-08,
TRD-00000871,ENT-000142,Orion Infrastructure Limited,ISS-000115,Sterling Partners LP,Private Credit,PRI-715481,JPJ90PNODIHJ,2026-01-11,2026-01-16,10470743.33,JPY,GB,GB,XTKS,Approved,Low,5JDXA1FS4MGBNKSF4HTZ,Utilities,ReferenceDataHub,ProviderB,0.7512,2026-01-12 17:12:00,2024-01-24,
TRD-00000872,ENT-000081,Nile Holdings BV,ISS-000090,Evergreen Partners BV,Fund,FUN-603627,12345,2025-03-02,2025-03-02,1059492.75,NGN,NG,NG,XNSA,Rejected,Medium,VH0TB4QOD4K7YJPCHMB2,Consumer Goods,OMS,InternalGoldenSource,0.6609,2025-03-03 21:09:00,2023-11-11,invalid_isin;low_provider_confidence
TRD-00000873,ENT-000151,Apex Mining BV,ISS-000054,Helios Capital GmbH,Derivative,DER-874103,AU4N5SYDVJNO,2025-04-14,2025-04-17,1824352.19,GBP,GB,GB,XASX,Rejected,High,9STG4EVRURQTMJ7PDZUI,Financials,PrimeBrokerFeed,ProviderC,0.7112,2025-04-14 04:09:00,2024-01-21,high_risk_incomplete_kyc
TRD-00000874,ENT-000081,Nile Holdings BV,ISS-000168,Union Logistics LP,Private Equity,PRI-952640,FRRU4OFQSFW9,2025-07-29,2025-08-01,210780.44,EUR,NG,NG,XPAR,Pending,Low,VH0TB4QOD4K7YJPCHMB2,Consumer Goods,EMS,InternalGoldenSource,0.9568,2025-07-29 04:42:00,2024-08-03,
TRD-00000875,ENT-000336,Nile Holdings Ltd,ISS-000002,Northstar Markets Ltd,Derivative,DER-332002,GB8MVMVQTRMI,2025-08-28,2025-09-04,643571.9,GBP,,NL,XLON,Approved,Medium,L095Z8FE8B2HWYWYLAH3,Consumer Goods,PrimeBrokerFeed,ProviderB,0.8795,2025-08-31 00:17:00,2024-07-02,invalid_risk_country
TRD-00000876,,Cedar Logistics SA,ISS-000220,Quantum Pharma LP,Fund,FUN-464674,HKHB5CRRYTFD,2026-01-30,2026-02-01,4086847.07,USD,US,US,XHKG,Approved,Low,3FQUKHFH2XF7Y6KY9YCK,Consumer Goods,ReferenceDataHub,ProviderC,0.9833,2026-01-30 01:47:00,2024-11-04,missing_counterparty_entity_id
TRD-00000877,ENT-000280,Evergreen Energy Ltd,ISS-000151,Nile Markets SA,Private Equity,PRI-296174,GBZG5B0E5EN0,2025-06-27,2025-06-29,8463164.28,EUR,NL,NL,XLON,Approved,Low,I7SX50VKGNJ6OM9789H0,Utilities,PrimeBrokerFeed,ProviderC,0.6433,2025-06-29 01:41:00,2025-05-22,low_provider_confidence
TRD-00000878,ENT-000102,Orion Energy BV,ISS-000069,Sterling Markets LLC,Fund,FUN-537127,CHYBPERH8H90,2025-09-15,2025-09-29,4635729.59,CHF,SG,SG,XSWX,Approved,Low,BNJZETKPY8VYIF6WDG1O,Energy,OMS,InternalGoldenSource,0.7226,2025-09-16 01:17:00,2025-05-23,
TRD-00000015,ENT-000049,Quantum Markets Limited,ISS-000001,Meridian Pharma PLC,Derivative,DER-980878,FRWFS668FROG,2025-10-04,2025-10-09,210436.25,EUR,CA,CA,XPAR,Approved,Low,G26OC7T3BD4Z1G52EFUJ,Energy,ManualUpload,ProviderC,0.7111,2025-10-04 05:49:00,2024-12-28,duplicate_trade_id
TRD-00000880,,Cobalt Energy LP,ISS-000219,Northstar Industries Inc,Private Equity,PRI-301945,NG7OT9NHXJCP,2025-11-28,2025-12-03,782426.15,NGN,SG,SG,XNSA,Approved,High,B33IZLX3AEYV7CS1R8NF,Materials,EMS,ProviderC,0.8836,2025-11-29 10:01:00,2025-07-27,missing_counterparty_entity_id
TRD-00000881,ENT-000303,Crescent Industries GmbH,ISS-000152,Harbour Pharma LP,Bond,BON-404728,CHKLTALCHVW4,2025-07-08,2025-07-08,2475057.0,CHF,FR,FR,XSWX,Expired,High,M0L0JBSQP2PX3FA4IUZN,Telecommunications,CustodyPlatform,InternalGoldenSource,0.9269,2025-07-08 20:58:00,2025-04-22,high_risk_incomplete_kyc
TRD-00000882,ENT-000135,Apex Infrastructure BV,ISS-000150,Sterling Pharma Ltd,Equity,EQU-553756,GBGH3HGJSQLF,2025-11-25,2025-11-30,433446.46,GBP,LU,LU,XLON,Approved,Low,485W6UYRLBUOBRD47WOK,Energy,PrimeBrokerFeed,InternalGoldenSource,0.9784,2025-11-26 09:47:00,2025-09-05,
TRD-00000883,ENT-000257,Orion Industries Ltd,ISS-ORPHAN-3420,Union Infrastructure SA,Derivative,DER-438650,DE9ZMZD1IYLZ,2026-02-10,2026-02-12,1473137.68,EUR,DE,DE,XETR,Approved,Low,P5YE8T582BCVDVCZHN73,Real Estate,EMS,ProviderB,0.9045,2026-02-13 00:56:00,2024-01-30,orphan_issuer_id
TRD-00000884,ENT-000186,Sahara Infrastructure SA,ISS-000126,Crescent Pharma Limited,Private Credit,PRI-137892,AUV2IVSX1CYP,2025-11-25,2025-11-30,1997930.11,AUD,HK,HK,XASX,Approved,Low,4YWG1IQ4OFS80QMAA7H7,Financials,ManualUpload,ProviderB,0.7565,2025-11-26 07:19:00,2024-04-13,
TRD-00000885,ENT-000190,Atlas Pharma Ltd,ISS-000171,Redwood Logistics Limited,Bond,BON-456994,JPMZMER1KTGJ,2026-03-01,2026-03-15,1714693.31,JPY,JP,JP,XTKS,Approved,Low,KFRZWZZM7AEF9S9WWROM,Utilities,EMS,ProviderC,0.6654,2026-03-01 22:30:00,2025-12-06,low_provider_confidence
TRD-00000886,ENT-000069,Evergreen Infrastructure LLC,ISS-000229,Orion Telecoms SA,Private Credit,PRI-895240,HKWGE62H6EPN,2025-01-19,2025-01-19,1405446.68,GBP,GB,GB,XHKG,Expired,Low,2YVL55X7RF1F1L8SUGFU,Healthcare,ManualUpload,ProviderC,0.719,2025-01-21 01:42:00,2024-09-04,
TRD-00000887,ENT-000340,Cedar Markets GmbH,ISS-000192,Sterling Telecoms GmbH,Private Equity,PRI-765583,GBP6XI8SDZIZ,2026-04-25,2026-05-09,-1000000,GBP,FR,FR,XLON,Pending,Low,EGB41BVQPG4PVDV7PE2G,Utilities,EMS,ProviderA,0.8836,2026-04-27 13:41:00,2024-12-29,invalid_notional_amount
TRD-00000888,ENT-000178,Summit Markets LP,ISS-000165,Bluewater Holdings SA,Derivative,DER-234373,NLDAIGU1OKFM,2025-07-12,2025-07-26,730285.11,GBP,GB,GB,XAMS,Expired,Medium,2VTJXU1KAUPO1RXIV432,Consumer Goods,PrimeBrokerFeed,InternalGoldenSource,0.7965,2025-07-12 17:16:00,2025-03-01,
